title,context,question,answers,is_impossible,langchain_retrieved_context,langchain_refined_answer,langchain_retrieval_time,langchain_generation_time,langchain_total_time,langchain_num_retrieved_docs
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']",Where did the first relay runner disappear to with the torch??,a warehouse,False,"['. The\n\nrelay descended into confusion as the first runner in the elaborately planned relay disappeared into\n\na  warehouse  on  a  waterfront  pier  where  it  stayed  for  a  half-an-hour', "".  I  don\\'t  know  why  they  did  it.  Reports  on  the  Delhi  relay  were  similarly\n\ndistinct""]",The first relay runner disappeared into a warehouse on a waterfront pier.,0.07,1.09,1.16,2
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']",Which wheelchair-bound torchbearer was ejected from the relay for showing a Tibetan flag?,Andrew Michael,False,"['.  During  the\n\ntorch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for\n\nSustainable Development for the Bay Area Council and Director of Partnerships For Change, and an\n\nenvironmental  advocate,  Majora  Carter,  managed  to  display  Tibetan  flags  in  protest,  resulting  in\n\ntheir ejection from the relay', "". Only two Chinese guards were allowed to accompany the torch because of\n\nJapan's concern over their treatment of demonstrators at previous relays. A man with a Tibetan flag\n\ntried to stop the torch at the beginning of the relay but was dragged off by police. Some raw eggs\n\nwere  also  thrown  from  the  crowd""]",Andrew Michael was the wheelchair-bound torchbearer ejected from the relay for showing a Tibetan flag.,0.06,1.04,1.10,2
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']",What wheelchair-bound bearer of the Olympic torch displayed a Tibetan flag?,Andrew Michael,False,"['. The day was marked by several pro-Tibet protests, which included a giant banner\n\nreading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded\n\nalong the route the flame was to take. Most of these protests were peaceful in nature, and the torch\n\nwas  not  impeded', '.  During  the\n\ntorch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for\n\nSustainable Development for the Bay Area Council and Director of Partnerships For Change, and an\n\nenvironmental  advocate,  Majora  Carter,  managed  to  display  Tibetan  flags  in  protest,  resulting  in\n\ntheir ejection from the relay', '.  Prompted  by  the  chaotic  torch  relays  in\n\nWestern Europe and North America, the president of the International Olympic Committee, Jacques\n\nRogge  described  the  situation  as  a  ""crisis""  for  the  organization  and  stated  that  any  athletes\n\ndisplaying Tibetan flags at Olympic venues could be expelled from the games']","Andrew Michael, who uses a wheelchair, displayed a Tibetan flag during the Olympic torch relay.",0.07,1.34,1.42,3
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']",Where was the last part of the San Francisco torch relay carried through before getting on a bus?,Marina district,False,"["". The closing ceremony at Justin Herman Plaza was canceled due to the\n\npresence of large numbers of protesters at the site. The torch run ended with a final stretch through\n\n\x0c2008_Summer_Olympics_torch_relay\n\nSan Francisco\\'s Marina district and was then moved by bus to San Francisco International Airport\n\nfor a makeshift closing ceremony at the terminal, from which the free media was excluded"", '.  The  Chinese\n\nambassador  carried  the  torch  through  Chinatown  after  an  unpublicized  change  to  the  route  amid\n\nsecurity  concerns.  The  torch  made  an  unscheduled  move  onto  a  bus  along  Fleet  Street  amid\n\nsecurity concerns and efforts to evade the protesters']",The last part of the San Francisco torch relay was carried through San Francisco's Marina district before getting on a bus.,0.05,0.84,0.89,2
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']",Where was a makeshift closing ceremony held for the torch relay in San Francisco?,San Francisco International Airport,False,"['.  The  planned  closing  ceremony  at\n\nJustin  Herman  Plaza  was  cancelled  and  instead,  a  ceremony  was  held  at  San  Francisco\n\nInternational Airport, where the torch was to leave for Buenos Aires. The route changes allowed the\n\nrun to avoid large numbers of China supporters and protesters against China', "". The closing ceremony at Justin Herman Plaza was canceled due to the\n\npresence of large numbers of protesters at the site. The torch run ended with a final stretch through\n\n\x0c2008_Summer_Olympics_torch_relay\n\nSan Francisco\\'s Marina district and was then moved by bus to San Francisco International Airport\n\nfor a makeshift closing ceremony at the terminal, from which the free media was excluded""]",A makeshift closing ceremony for the torch relay in San Francisco was held at San Francisco International Airport.,0.07,0.72,0.79,2
2008_Summer_Olympics_torch_relay,"['The torch was lit at a park outside at AT&T Park at about 1:17 pm PDT (20:17 UTC), briefly held aloft by American and Chinese Olympic officials. The relay descended into confusion as the first runner in the elaborately planned relay disappeared into a warehouse on a waterfront pier where it stayed for a half-an-hour. There were clashes between thousands of pro-China demonstrators, many of whom said they were bused in by the Chinese Consulate and other pro-China groups, and both pro-Tibet and Darfur protesters. The non-Chinese demonstrators were reported to have been swamped and trailed by angry crowds. Around 2 pm PDT (21:00 UTC), the torch resurfaced about 3 km (1.9 mi) away from the stadium along Van Ness Avenue, a heavily trafficked thoroughfare that was not on official route plans. Television reports showed the flame flanked by motorcycles and uniformed police officers. Two torchbearers carried the flame running slowly behind a truck and surrounded by Olympic security guards. During the torch relay, two torchbearers, Andrew Michael who uses a wheelchair and is the Vice President for Sustainable Development for the Bay Area Council and Director of Partnerships For Change, and an environmental advocate, Majora Carter, managed to display Tibetan flags in protest, resulting in their ejection from the relay. The closing ceremony at Justin Herman Plaza was canceled due to the presence of large numbers of protesters at the site. The torch run ended with a final stretch through San Francisco\'s Marina district and was then moved by bus to San Francisco International Airport for a makeshift closing ceremony at the terminal, from which the free media was excluded. San Jose Mercury News described the ""deceiving"" event as ""a game of Where\'s Waldo, played against the landscape of a lovely city."" International Olympic Committee President Jacques Rogge said the San Francisco relay had ""fortunately"" avoided much of the disruptions that marred the legs in London and Paris, but ""was, however, not the joyous party that we had wished it to be.""']","After the bearer of the torch disappeared into a warehouse, what road did the relay reappear on?",Van Ness Avenue,False,"['.\n\nThe  route  carried  the  torch  through  six  continents  from  March  2008  to  May  2008  to  August  2008', '.9 mi) away from the stadium along Van Ness\n\nAvenue,  a  heavily  trafficked  thoroughfare  that  was  not  on  official  route  plans.  Television  reports\n\nshowed  the  flame  flanked  by  motorcycles  and  uniformed  police  officers.  Two  torchbearers  carried\n\nthe  flame  running  slowly  behind  a  truck  and  surrounded  by  Olympic  security  guards', '.  The\n\n\x0c2008_Summer_Olympics_torch_relay\n\nrelay was initially supposed to carry the torch around Islamabad, but the entire relay was cancelled\n\ndue  to  security  concerns  regarding  ""militant  threats  or  anti-China  protests"",  and  replaced  by  an\n\nindoors  ceremony  with  the  torch  carried  around  the  track  of  Jinnah  Stadium']",The relay reappeared on Van Ness Avenue.,0.06,0.69,0.74,3
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",When did the Olympic torch relay begin in Buenos Aires?,April 11,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola', '. A\n\nmajor setback to the event was caused by footballer Diego Maradona, scheduled to open the relay\n\nthrough Buenos Aires, pulling out in an attempt to avoid the Olympic controversy']",The Olympic torch relay in Buenos Aires began on April 11.,0.07,0.75,0.82,2
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",Where did the torch route start in Buenos Aires?,the Lola Mora amphitheatre,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola', '.  The  planned  closing  ceremony  at\n\nJustin  Herman  Plaza  was  cancelled  and  instead,  a  ceremony  was  held  at  San  Francisco\n\nInternational Airport, where the torch was to leave for Buenos Aires. The route changes allowed the\n\nrun to avoid large numbers of China supporters and protesters against China']",The torch route in Buenos Aires started at the Lola Mora amphitheatre in Costanera Sur.,0.06,0.75,0.82,2
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",Who was the mayor of Buenos Aires?,Mauricio Macri,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola', '.  The  leg  finished  at  the  Buenos  Aires  Riding  Club  in  the  Palermo  district,  the  last\n\ntorchbearer  being  Gabriela  Sabatini.  The  13.8  km  route  included  landmarks  like  the  obelisk  and\n\nPlaza de Mayo']",The mayor of Buenos Aires was Mauricio Macri.,0.06,0.83,0.89,2
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",Where did the Olympic torch relay begin in Argentina?,Buenos Aires,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola']","The Olympic torch relay in Argentina began at the Lola Mora amphitheatre in Costanera Sur, Buenos Aires.",0.06,1.27,1.33,1
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",What place held an opening show for the relay?,Lola Mora amphitheatre,False,"['. A\n\nmajor setback to the event was caused by footballer Diego Maradona, scheduled to open the relay\n\nthrough Buenos Aires, pulling out in an attempt to avoid the Olympic controversy', "". The event was held in the streets around the city main\\'s stadium. The cancelling of the\n\nrelay through the city itself was decided due to security concerns and at the request of the Chinese\n\nembassy.  Only  invitees  and  journalists  were  admitted  inside  the  stadium.  Protests  took  place\n\noutside  the  stadium"", '. , \' Pakistan:\n\nThe Olympic torch reached Islamabad for the first time ever on April 16. President Pervez Musharraf\n\nand Prime Minister Yousaf Raza Gillani spoke at the opening ceremony of the relay. Security was\n\nhigh,  for  what  one  newspaper  called  the  ""most  sensitive  leg""  of  the  torch\\\'s  Olympic  journey']",Islamabad held an opening show for the relay.,0.07,0.74,0.81,3
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",What is the name of the mayor who passed off the torch to the first bearer in Argentina?,Mauricio Macri,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola']",Mauricio Macri,0.05,0.56,0.62,1
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",Who was the first bearer of the torch in Argentina?,Carlos Espínola.,False,"['.  Argentina:  The  torch  relay  leg  in  Buenos  Aires,  Argentina,  held  on\n\nApril 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of\n\nthe show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos\n\nEspínola']",Carlos Espínola was the first bearer of the torch in Argentina.,0.07,0.85,0.92,1
2008_Summer_Olympics_torch_relay,"[' Argentina: The torch relay leg in Buenos Aires, Argentina, held on April 11, began with an artistic show at the Lola Mora amphitheatre in Costanera Sur. In the end of the show the mayor of Buenos Aires Mauricio Macri gave the torch to the first torchbearer, Carlos Espínola. The leg finished at the Buenos Aires Riding Club in the Palermo district, the last torchbearer being Gabriela Sabatini. The 13.8 km route included landmarks like the obelisk and Plaza de Mayo. The day was marked by several pro-Tibet protests, which included a giant banner reading ""Free Tibet"", and an alternative ""human rights torch"" that was lit by protesters and paraded along the route the flame was to take. Most of these protests were peaceful in nature, and the torch was not impeded. Chinese immigrants also turned out in support of the Games, but only minor scuffles were reported between both groups. Runners surrounded by rows of security carried the Olympic flame past thousands of jubilant Argentines in the most trouble-free torch relay in nearly a week. People showered the parade route with confetti as banks, government offices and businesses took an impromptu half-day holiday for the only Latin American stop on the flame\'s five-continent journey.']",What was showered along the route in some places?,confetti,False,"["".  I  don\\'t  know  why  they  did  it.  Reports  on  the  Delhi  relay  were  similarly\n\ndistinct"", '. As people found out\n\nthere  would  be  no  closing  ceremony  at  Justin  Herman  Plaza,  there  were  angry  reactions.  One\n\ndemonstrator was quoted as saying that the route changes were an effort to ""thwart any organized\n\nprotest that had been planned', "". The closing ceremony at Justin Herman Plaza was canceled due to the\n\npresence of large numbers of protesters at the site. The torch run ended with a final stretch through\n\n\x0c2008_Summer_Olympics_torch_relay\n\nSan Francisco\\'s Marina district and was then moved by bus to San Francisco International Airport\n\nfor a makeshift closing ceremony at the terminal, from which the free media was excluded""]",The context does not provide information about anything being showered along the route.,0.07,1.85,1.92,3
2008_Summer_Olympics_torch_relay,"['Argentine activists told a news conference that they would not try to snuff out the torch\'s flame as demonstrators had in Paris and London. ""I want to announce that we will not put out the Olympic torch,"" said pro-Tibet activist Jorge Carcavallo. ""We\'ll be carrying out surprise actions throughout the city of Buenos Aires, but all of these will be peaceful."" Among other activities, protesters organized an alternative march that went from the Obelisk to the city hall, featuring their own ""Human Rights Torch."" A giant banner reading ""Free Tibet"" was also displayed on the torch route. According to a representative from the NGO \'Human Rights Torch Relay\', their objective was to ""show the contradiction between the Olympic Games and the presence of widespread human rights violations in China""']",What is the name of the activist who promised peaceful protests?,Jorge Carcavallo,False,"['.  Among\n\nthem was Jane Birkin, who spoke to the media about the ""lack of freedom of speech"" in China. Also\n\npresent  was  Thupten  Gyatso,  President  of  the  French  Tibetan  community,  who  called  upon\n\npro-Tibet demonstrators to ""remain calm, non-violent, peaceful""', '.  It  is  obviously  a\n\nwell-coordinated plan to take the day by weight of numbers. But we have assurances that it will be\n\n\x0c2008_Summer_Olympics_torch_relay\n\ndone  peacefully."".  Also,  Australia\\\'s  ACT  Chief  Minister,  Jon  Stanhope  confirmed  that  the  Chinese\n\nembassy was closely involve to ensure that ""pro-China demonstrators vastly outnumbered Tibetan\n\nactivists']",Thupten Gyatso,0.06,1.61,1.67,2
