Pipeline,Ground Truth Answer,Generated Answer,BLEU,SacreBLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,Exact Match,BERT Precision,BERT Recall,BERT F1
LangChain MultiVector Retriever (English),april 13,the torch arrived in dar es salaam on april 13.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,-0.07093092799186707,0.3302746117115021,0.0997040793299675
LangChain MultiVector Retriever (English),the tazara railway,the route for the torch in dar es salaam started at the grand terminal of the tazara railway.,0.06601455493829528,0.07535838128770539,0.2857142857142857,0.21052631578947367,0.2857142857142857,0.640096618357488,0,0.1858307272195816,0.6372042298316956,0.37959423661231995
LangChain MultiVector Retriever (English),dar es salaam,the context does not provide information about the relay being held in africa.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.29296189546585083,-0.07540437579154968,-0.19277648627758026
LangChain MultiVector Retriever (English),tazara,tazara railway,0.06754436142034707,0.49999999999999994,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,0,0.5279796719551086,0.7656093239784241,0.6400036811828613
LangChain MultiVector Retriever (English),benjamin mkapa national stadium,the provided context does not specify where the relay terminated in africa.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06645132601261139,-0.08090603351593018,-0.06941425800323486
LangChain MultiVector Retriever (English),china,the context does not provide information about which country paid for the stadium through aid money.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2220693975687027,-0.34715649485588074,-0.28437700867652893
LangChain MultiVector Retriever (English),vicepresident ali mohamed shein.,the torch in africa was lit by vicepresident ali mohamed shein.,0.31702331385234306,0.3170233138523431,0.5333333333333333,0.4615384615384615,0.5333333333333333,0.8736842105263158,0,0.35127541422843933,0.8319634795188904,0.5585948824882507
LangChain MultiVector Retriever (English),muscat,"muscat, sultanate of oman was the only middle east location the torch visited.",0.016591439325163958,0.02627961710408444,0.14285714285714288,0.0,0.14285714285714288,0.20833333333333337,0,-0.31552374362945557,0.0970548614859581,-0.14896847307682037
LangChain MultiVector Retriever (English),april 14,the torch arrived in muscat on april 14.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,-0.017352085560560226,0.29659682512283325,0.1227463036775589
LangChain MultiVector Retriever (English),sulaf fawakherji,the actress maria nafpliotou carried the torch for part of the route.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0008097508689388633,0.11561325192451477,0.05906795710325241
LangChain MultiVector Retriever (English),muscat,"muscat, oman",0.07249749990681824,0.27516060407455223,0.6666666666666666,0.0,0.6666666666666666,0.4166666666666667,0,-0.24972158670425415,0.3451281487941742,-0.02738443948328495
LangChain MultiVector Retriever (English),20,the relay route in the middle east was 20 kilometers.,0.021598265052211615,0.03747776736677921,0.18181818181818182,0.0,0.18181818181818182,0.25000000000000006,0,-0.24096472561359406,-0.04882398992776871,-0.15027059614658356
LangChain MultiVector Retriever (English),sulaf fawakherji.,sulaf fawakherji,0.13427896671164932,0.6065306597126336,1.0,1.0,1.0,0.6465517241379309,0,0.9387432336807251,0.8994181156158447,0.9192147850990295
LangChain MultiVector Retriever (English),april 16,the torch arrived in islamabad on april 16.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,0.03577660024166107,0.3071499466896057,0.15998457372188568
LangChain MultiVector Retriever (English),jinnah stadium,an indoor ceremony was held at jinnah stadium.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,0.23917002975940704,0.43449416756629944,0.33272138237953186
LangChain MultiVector Retriever (English),prime minister yousaf raza gillani,prime minister yousaf raza gillani spoke at the opening ceremony in islamabad in addition to president musharraf.,0.20105373454060027,0.20105373454060024,0.45454545454545453,0.4,0.45454545454545453,0.7904761904761906,0,0.3258463144302368,0.7184592485427856,0.49992993474006653
LangChain MultiVector Retriever (English),islamabad,the olympic torch relay in pakistan started at jinnah stadium in islamabad.,0.018724372764461875,0.030890553181566974,0.15384615384615385,0.0,0.15384615384615385,0.22727272727272732,0,0.040660277009010315,0.3876364529132843,0.19391730427742004
LangChain MultiVector Retriever (English),jinnah stadium.,the torch was carried around the track of jinnah stadium in pakistan.,0.048970314286134506,0.06837203339116284,0.2857142857142857,0.16666666666666669,0.2857142857142857,0.6388888888888888,0,0.2605632245540619,0.5927029848098755,0.41054919362068176
LangChain MultiVector Retriever (English),april 17,the torch visited new delhi in april 2008.,0.02573285025273419,0.04767707020457095,0.2,0.0,0.2,0.1851851851851852,0,-0.04568035155534744,0.17310146987438202,0.05692542344331741
LangChain MultiVector Retriever (English),70,70 runners carried the torch in new delhi.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.25205597281455994,0.07518790662288666,-0.11128614842891693
LangChain MultiVector Retriever (English),baichung bhutia,baichung bhutia did not participate in the relay to show support for tibet.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.5859375000000001,0,0.06736651062965393,0.5618062019348145,0.27332109212875366
LangChain MultiVector Retriever (English),five,"one torchbearer, bhaichung bhutia, did not participate because of concerns with tibet.",0.0,0.0,0.0,0.0,0.0,0.0,0,-0.43288353085517883,-0.3932960629463196,-0.40801945328712463
LangChain MultiVector Retriever (English),new delhi,the torch relay in india was curtailed to a 3 km route.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1024484783411026,0.1373920887708664,0.008208805695176125
LangChain MultiVector Retriever (English),1.5,the route in india was less than 1.5 miles.,0.023457495174891017,0.04196114906296548,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.2631578947368421,0,-0.07365833222866058,0.1681494265794754,0.03800395131111145
LangChain MultiVector Retriever (English),70,a total of 120 torchbearers were selected to participate in the event in india.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.28098243474960327,-0.19450119137763977,-0.2350274622440338
LangChain MultiVector Retriever (English),five,five intended torchbearers decided not to participate.,0.028599617161713803,0.05522397783539471,0.25,0.0,0.25,0.2941176470588236,0,-0.2543843984603882,0.04978222772479057,-0.12173470109701157
LangChain MultiVector Retriever (English),baichung bhutia,baichung bhutia,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,1.0,1.0,1.0
LangChain MultiVector Retriever (English),republic day celebrations,the security given to the torch relay in new delhi is reminiscent of the security normally associated with republic day celebrations.,0.0570108691489911,0.06429451441231725,0.25,0.18181818181818182,0.25,0.6009070294784581,0,0.02120799571275711,0.4204329252243042,0.1931569129228592
LangChain MultiVector Retriever (English),nirupama sen.,"the chinese presented a list of vulnerable relay locations to the indian ambassador to beijing, nirupama sen.",0.06601455493829528,0.07535838128770539,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.640096618357488,0,-0.09613209962844849,0.519262969493866,0.14107932150363922
LangChain MultiVector Retriever (English),india's commerce minister,"india's commerce minister, kamal nath, supposedly cancelled a trip to beijing in protest.",0.1431712315455507,0.09103526405546068,0.4444444444444445,0.375,0.4444444444444445,0.7488207547169811,0,0.062012627720832825,0.6516009569168091,0.29866671562194824
LangChain MultiVector Retriever (English),kamal nath,"india's commerce minister, kamal nath, was reported to have canceled an official trip to china in protest.",0.02834266870839685,0.03829206138020502,0.19999999999999998,0.1111111111111111,0.19999999999999998,0.48076923076923084,0,-0.04536011442542076,0.22617152333259583,0.07819897681474686
LangChain MultiVector Retriever (English),2 am,the diplomat was reportedly summoned at 2 am local time.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,0.013895191252231598,0.5154157876968384,0.22062677145004272
LangChain MultiVector Retriever (English),republic day,the olympic relay had the same security precautions taken as republic day celebrations.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.5859375000000001,0,-0.017243387177586555,0.2211565375328064,0.09345407038927078
LangChain MultiVector Retriever (English),terrorist targets.,republic day events are considered terrorist targets.,0.16508103044554204,0.20556680845025987,0.4444444444444445,0.2857142857142857,0.4444444444444445,0.8412698412698413,0,0.22773505747318268,0.7260549068450928,0.43897876143455505
LangChain MultiVector Retriever (English),"150, 0","150,000 people comprised the tibetan exile community.",0.0,0.0,0.2,0.0,0.2,0.0,0,-0.2311335951089859,-0.2502997815608978,-0.23583725094795227
LangChain MultiVector Retriever (English),a democracy,india refused china's request because they said india is a democracy.,0.044249674106354955,0.06772997136689071,0.2857142857142857,0.16666666666666669,0.2857142857142857,0.6048387096774195,0,-0.04504179209470749,0.3140419125556946,0.11127263307571411
LangChain MultiVector Retriever (English),india,the exiled tibetan government is based in india.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.13164861500263214,0.15644992887973785,-0.0027720327489078045
LangChain MultiVector Retriever (English),"150, 0","150,000 tibetan exiles are said to be in india.",0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0,-0.3007861077785492,-0.32891491055488586,-0.3098207414150238
LangChain MultiVector Retriever (English),protests,a wholesale ban on affirmative action in university admissions was denied.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2513023614883423,-0.021075015887618065,-0.1458033323287964
LangChain MultiVector Retriever (English),olympic holy flame protection unit,the olympic holy flame protection unit was denied by india.,0.3508439695638686,0.3508439695638686,0.6666666666666666,0.6153846153846153,0.6666666666666666,0.8892857142857143,0,0.2785821855068207,0.6388920545578003,0.43973106145858765
LangChain MultiVector Retriever (English),relations,"the relationship between india and china deteriorated over the issue of the 2008 summer olympics torch relay route in india, where china demanded restrictions due to india's tibetan exile community, which india rejected.",0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5186645984649658,-0.138203963637352,-0.3717944324016571
LangChain MultiVector Retriever (English),the tibetan government in exile,the context does not provide information about who explicitly said they did not support relay interruptions.,0.014936192853457254,0.022869567780619007,0.09523809523809523,0.0,0.09523809523809523,0.08064516129032258,0,-0.1288543939590454,-0.12473861128091812,-0.12227466702461243
LangChain MultiVector Retriever (English),kiran bedi,kiran bedi did not want to participate in the relay as a 'caged woman'.,0.036422694300114855,0.052559234208168874,0.25,0.14285714285714288,0.25,0.5514705882352943,0,-0.035604238510131836,0.3382159471511841,0.12617486715316772
LangChain MultiVector Retriever (English),indian police service,kiran bedi was retired from the indian police service ips.,0.11609514815067874,0.13950796967929138,0.4615384615384615,0.3636363636363636,0.4615384615384615,0.7748538011695906,0,0.02917928621172905,0.41836947202682495,0.1976930797100067
LangChain MultiVector Retriever (English),soha ali khan,soha ali khan decided to not participate on april 15.,0.11609514815067874,0.13950796967929138,0.4615384615384615,0.3636363636363636,0.4615384615384615,0.7748538011695906,0,0.21955586969852448,0.602304220199585,0.3886263370513916
LangChain MultiVector Retriever (English),april 16,the protest in delhi against chinese repression in tibet occurred on april 16.,0.041263216881455095,0.05679677445135579,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.5859375000000001,0,-0.1490284651517868,0.3137146234512329,0.03969445452094078
LangChain MultiVector Retriever (English),kiran bedi,"kiran bedi, a retired indian police service ips officer, refused to carry the torch in india.",0.031070806525575975,0.040488925321331026,0.2222222222222222,0.125,0.2222222222222222,0.5067567567567568,0,-0.1503899097442627,-0.0038204784505069256,-0.07819289714097977
LangChain MultiVector Retriever (English),soha ali khan,bollywood actress soha ali khan removed herself from participation in the relay.,0.09731464224859211,0.11498759556447218,0.4,0.3076923076923077,0.4,0.7361111111111112,0,0.0951540544629097,0.5406636595726013,0.2849917709827423
LangChain MultiVector Retriever (English),delhi,the protest regarding the olympic relay in india was organized in new delhi.,0.01758542189440898,0.028398387225677894,0.14285714285714288,0.0,0.14285714285714288,0.2173913043478261,0,-0.05032546818256378,0.10831883549690247,0.0271692406386137
LangChain MultiVector Retriever (English),police.,the police disbanded the protest in delhi.,0.03401086821506398,0.06567274736060395,0.25,0.0,0.25,0.3846153846153847,0,-0.3110849857330322,0.5614065527915955,-0.03002754971385002
LangChain MultiVector Retriever (English),caged woman,a caged woman.,0.16821895003341453,0.31947155212313627,0.8,0.6666666666666666,0.8,0.8522727272727273,0,0.6364737749099731,0.7545394897460938,0.6947544813156128
LangChain MultiVector Retriever (English),april 18,"the olympic torch reached bangkok on april 18, 2008.",0.05190794196013298,0.07495553473355841,0.3636363636363636,0.2222222222222222,0.3636363636363636,0.646551724137931,0,-0.012614495120942593,0.1599101722240448,0.07086215913295746
LangChain MultiVector Retriever (English),m.r. narisa chakrabongse,m.r. narisa chakrabongse,1.0,1.0000000000000004,1.0,1.0,1.0,0.9921875,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
LangChain MultiVector Retriever (English),students,the media was told that the chinese embassy provided students in bangkok with transportation and shirts to wear.,0.013609139615996616,0.020244462660665506,0.10526315789473684,0.0,0.10526315789473684,0.17857142857142858,0,-0.24252267181873322,-0.030191492289304733,-0.14385806024074554
LangChain MultiVector Retriever (English),april 18,the context does not provide information about the torch going through bangkok.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.32358139753341675,-0.29475587606430054,-0.30418866872787476
LangChain MultiVector Retriever (English),10,the relay route was a little over 16.5 kilometers.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.17434924840927124,-0.275442898273468,-0.22296005487442017
LangChain MultiVector Retriever (English),foreign protesters,foreign protesters were told they would be banned from reentering thailand.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,-0.09799688309431076,0.5073469877243042,0.13621625304222107
LangChain MultiVector Retriever (English),mom rajawongse narissara chakrabongse,choi seungkook and park wonsun boycotted as scheduled bearers of the torch.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.07228966802358627,-0.1244308203458786,-0.09463318437337875
LangChain MultiVector Retriever (English),april 21,the torch visited malaysia during the 2008 summer olympics torch relay.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.22582295536994934,-0.24841809272766113,-0.23229709267616272
LangChain MultiVector Retriever (English),kuala lumpur,kuala lumpur,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,0.9999998807907104,0.9999998807907104,0.9999998807907104
LangChain MultiVector Retriever (English),independence square,"the route began at the historic independence square in kuala lumpur, malaysia.",0.041263216881455095,0.05679677445135579,0.2857142857142857,0.16666666666666669,0.2857142857142857,0.5859375000000001,0,-0.07490189373493195,0.4337525963783264,0.13109570741653442
LangChain MultiVector Retriever (English),1964,the last time malaysia saw an olympic torch relay prior to the 2008 games was during the 1964 tokyo edition.,0.012518377344512808,0.018160849415439308,0.09523809523809523,0.0,0.09523809523809523,0.16666666666666666,0,-0.4263339042663574,-0.01840054616332054,-0.266426146030426
LangChain MultiVector Retriever (English),independence square,the relay in malaysia started at the historic independence square.,0.05190794196013298,0.07495553473355841,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.646551724137931,0,0.025415048003196716,0.44520413875579834,0.20471489429473877
LangChain MultiVector Retriever (English),petronas twin towers.,the context does not provide information about where the relay ended in malaysia.,0.01758542189440898,0.028398387225677894,0.0,0.0,0.0,0.1,0,-0.11456543207168579,0.02855825237929821,-0.04380561411380768
LangChain MultiVector Retriever (English),1964,the last torch relay event in malaysia was in 1964.,0.021598265052211615,0.03747776736677921,0.18181818181818182,0.0,0.18181818181818182,0.25000000000000006,0,-0.20728394389152527,0.14878737926483154,-0.05550622567534447
LangChain MultiVector Retriever (English),1000,"1,000 personnel from the malaysian police special action squad guarded the relay event.",0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1871546059846878,-0.13126713037490845,-0.15541960299015045
LangChain MultiVector Retriever (English),falun gong,supporters of falun gong protested near the chinese embassy in malaysia.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.0461282841861248,0.48510855436325073,0.23259180784225464
LangChain MultiVector Retriever (English),falun gong,supporters of falun gong demonstrated at the chinese embassy in malaysia.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.019923226907849312,0.4854651093482971,0.21484218537807465
LangChain MultiVector Retriever (English),plastic airfilled batons,a japanese family who unveiled a tibetan flag was hit with plastic airfilled batons.,0.08392010470693981,0.0978237574896145,0.35294117647058826,0.2666666666666667,0.35294117647058826,0.701058201058201,0,0.16708937287330627,0.5364540815353394,0.3304424285888672
LangChain MultiVector Retriever (English),taiwan and tibet belong to china.,the chinese group yelled taiwan and tibet belong to china.,0.5706745777055999,0.5706745777055997,0.7499999999999999,0.7142857142857143,0.7499999999999999,0.9445670159955873,0,0.4742397367954254,0.7293543219566345,0.5936812162399292
LangChain MultiVector Retriever (English),placards,chinese volunteers took away placards from two malaysian demonstrators.,0.023457495174891017,0.04196114906296548,0.19999999999999998,0.0,0.19999999999999998,0.2631578947368421,0,-0.06115352362394333,0.10111537575721741,0.017875956371426582
LangChain MultiVector Retriever (English),april 22,the context does not provide information about when the olympic torch visited jakarta.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2867935597896576,-0.32489466667175293,-0.3010598421096802
LangChain MultiVector Retriever (English),the chinese embassy,the context does not specify who requested that the original route be cancelled.,0.01758542189440898,0.028398387225677894,0.125,0.0,0.125,0.12195121951219513,0,-0.09834382683038712,-0.2182132750749588,-0.15752114355564117
LangChain MultiVector Retriever (English),journalists,journalists were the only other people allowed in the stadium along with invited people.,0.016591439325163958,0.02627961710408444,0.13333333333333333,0.0,0.13333333333333333,0.20833333333333337,0,-0.24505160748958588,0.2452465295791626,-0.051897790282964706
LangChain MultiVector Retriever (English),jakarta,the context does not provide information about the torch relay beginning in indonesia.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.172639861702919,-0.07540178298950195,-0.12201356887817383
LangChain MultiVector Retriever (English),20,the planned route that was cancelled was 48 kilometers.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2569016218185425,-0.300032377243042,-0.2739039957523346
LangChain MultiVector Retriever (English),security worries,the first route was not taken to thwart any organized protest that had been planned.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.21575739979743958,-0.09309832006692886,-0.1539074331521988
LangChain MultiVector Retriever (English),stadium.,the torch was carried around the track of jinnah stadium.,0.05190794196013298,0.07495553473355841,0.18181818181818182,0.0,0.18181818181818182,0.646551724137931,0,0.12633433938026428,0.5043864250183105,0.29237982630729675
LangChain MultiVector Retriever (English),outside the stadium.,protests took place outside the stadium.,0.41113361690051975,0.4111336169005198,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.9229651162790699,0,0.3444741666316986,0.8056920766830444,0.5445535778999329
LangChain MultiVector Retriever (English),april 24,the torch arrived in canberra on april 24.,0.06321087140417253,0.09535414040914192,0.4,0.25,0.4,0.6944444444444445,0,0.002424810780212283,0.3364657163619995,0.1503208726644516
LangChain MultiVector Retriever (English),agnes shea,the context does not provide information on who received the flame from chinese officials in canberra.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3175283968448639,-0.3515707552433014,-0.3295699954032898
LangChain MultiVector Retriever (English),a message stick,the context does not provide information about what agnes shea gave to the chinese in return.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1975669413805008,-0.10099572688341141,-0.14720650017261505
LangChain MultiVector Retriever (English),australian and chinese officials,australian and chinese officials argued publicly at a press conference.,0.23462350320528,0.23462350320528005,0.5714285714285715,0.5,0.5714285714285715,0.8444148936170214,0,0.407054603099823,0.718336820602417,0.5496474504470825
LangChain MultiVector Retriever (English),canberra,"the relay in australia was held in canberra, australian capital territory.",0.018724372764461875,0.030890553181566974,0.16666666666666669,0.0,0.16666666666666669,0.22727272727272732,0,-0.07233680039644241,0.37511327862739563,0.11392225325107574
LangChain MultiVector Retriever (English),16,the route in australia covered around 16 km.,0.02573285025273419,0.04767707020457095,0.2222222222222222,0.0,0.2222222222222222,0.27777777777777785,0,-0.25090646743774414,-0.03489622101187706,-0.1508852243423462
LangChain MultiVector Retriever (English),reconciliation place,"the olympic torch route in australia began at reconciliation place in canberra, australian capital territory.",0.034430441335820114,0.04573913556123801,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.5357142857142857,0,-0.09078605473041534,0.2466164082288742,0.05687626451253891
LangChain MultiVector Retriever (English),australian federal police.,the australian federal police kept the demonstrators separated.,0.15527289920984508,0.19070828081828378,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.8333333333333334,0,0.36783120036125183,0.6810514330863953,0.5110020041465759
LangChain MultiVector Retriever (English),agnes shea,agnes shea,0.2213885886251307,1.0000000000000004,1.0,1.0,1.0,0.9375,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
LangChain MultiVector Retriever (English),people's liberation army personnel,the chinese wanted to deploy people's liberation army personnel to canberra to protect the flame.,0.21409092659758044,0.15310245441182443,0.47619047619047616,0.4210526315789474,0.47619047619047616,0.803225806451613,0,0.07689523696899414,0.5739353895187378,0.28398802876472473
LangChain MultiVector Retriever (English),sacred torch,chinese australian students were told to defend the sacred torch against ethnic degenerate scum and antichina separatists.,0.03265830837077511,0.04295382417831811,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.5208333333333335,0,-0.15560658276081085,0.2779179811477661,0.02349241077899933
LangChain MultiVector Retriever (English),tony goh,tony goh was the chairman of the australian council of chinese organisations.,0.044249674106354955,0.06178110636313396,0.2857142857142857,0.16666666666666669,0.2857142857142857,0.6048387096774195,0,-0.02904319576919079,0.6003006100654602,0.21568000316619873
LangChain MultiVector Retriever (English),stephen smith,the foreign minister who said he was okay with protests as long as they were peaceful was stephen smith.,0.029639798258145823,0.03829206138020502,0.1904761904761905,0.10526315789473684,0.1904761904761905,0.4934210526315789,0,-0.12936259806156158,0.5431687831878662,0.12181127071380615
LangChain MultiVector Retriever (English),people's liberation army,china wanted to deploy people's liberation army personnel along the relay route in canberra.,0.1531024544118244,0.0978237574896145,0.4210526315789474,0.35294117647058826,0.4210526315789474,0.763221153846154,0,0.0757143571972847,0.548909068107605,0.27468836307525635
LangChain MultiVector Retriever (English),australian police,australian police were given permission to search attendees of the relay.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.18390166759490967,0.7467405796051025,0.4160403907299042
LangChain MultiVector Retriever (English),tony goh,"tony goh, chairman of the australian council of chinese organisations, said that thousands of probeijing supporters would be bused in.",0.026079727554951214,0.032933284838220014,0.18181818181818182,0.1,0.18181818181818182,0.4573170731707317,0,-0.17915581166744232,0.5229264497756958,0.07629671692848206
LangChain MultiVector Retriever (English),zhang rongan,"zhang rongan, a chinese australian student, told the media that chinese diplomats were arranging a peaceful show of strength.",0.027161021034885234,0.03454447598433575,0.1904761904761905,0.10526315789473684,0.1904761904761905,0.4687500000000001,0,-0.13110339641571045,0.46459123492240906,0.09857338666915894
LangChain MultiVector Retriever (English),stephen smith,the foreign minister was stephen smith.,0.081939171811711,0.13134549472120788,0.5,0.33333333333333337,0.5,0.75,0,0.29256632924079895,0.6147865056991577,0.43887221813201904
LangChain MultiVector Retriever (English),lin hatfield dodds,m.r. narisa chakrabongse withdrew as a torchbearer because of her concerns about human rights.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1406533420085907,0.026660291478037834,-0.05966157093644142
LangChain MultiVector Retriever (English),foreign minister stephen smith,foreign minister stephen smith said dodds' withdrawal was a good example of peacefully protesting.,0.1531024544118244,0.16451929399933107,0.4444444444444445,0.375,0.4444444444444445,0.763221153846154,0,0.19703583419322968,0.639013946056366,0.38763096928596497
LangChain MultiVector Retriever (English),lin hatfield dodds,"kiran bedi, soha ali khan, sachin tendulkar, bhaichung bhutia, sunil gavaskar, and m.r. narisa chakrabongse withdrew from the torch event.",0.0,0.0,0.0,0.0,0.0,0.0,0,-0.18500536680221558,0.021896695718169212,-0.08803161233663559
LangChain MultiVector Retriever (English),stephen smith,stephen smith was the foreign minister who said her decision was a good example of peacefully making a point.,0.029639798258145823,0.03829206138020502,0.1904761904761905,0.10526315789473684,0.1904761904761905,0.4934210526315789,0,-0.06461362540721893,0.5789158344268799,0.18236461281776428
LangChain MultiVector Retriever (English),ted quinlan,ted quinlan was the head of the canberra torch relay committee.,0.04774753205784679,0.06772997136689071,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.6250000000000001,0,0.011363903060555458,0.1309967339038849,0.07177027314901352
LangChain MultiVector Retriever (English),600,up to 600 protibet protesters were expected in canberra to protest.,0.020044994979069072,0.033864985683445356,0.16666666666666669,0.0,0.16666666666666669,0.2380952380952381,0,-0.265407532453537,-0.008456342853605747,-0.1500340849161148
LangChain MultiVector Retriever (English),the chinese embassy,the chinese embassy.,0.43146827293898643,0.5946035575013604,1.0,1.0,1.0,0.9498207885304659,0,0.812616765499115,0.9059739112854004,0.8587293028831482
LangChain MultiVector Retriever (English),ian thorpe,ian thorpe carried the torch for the final leg of the australian leg of the torch relay.,0.03265830837077511,0.04295382417831811,0.21052631578947367,0.11764705882352941,0.21052631578947367,0.5208333333333335,0,-0.19132286310195923,0.25224387645721436,-0.010230036452412605
LangChain MultiVector Retriever (English),up to 600,up to 600 protibet protesters were expected to attend the torch relay.,0.09731464224859211,0.11498759556447218,0.4,0.3076923076923077,0.4,0.375,0,-0.055781323462724686,0.29637011885643005,0.09783733636140823
LangChain MultiVector Retriever (English),"between 2,000 and 10,000","it was thought that between 2,000 and 10,000 chinese supporters would attend the torch relay.",0.1531024544118244,0.15310245441182443,0.5217391304347826,0.47619047619047616,0.5217391304347826,0.763221153846154,0,0.08928629010915756,0.5469745993614197,0.28324374556541443
LangChain MultiVector Retriever (English),ted quinlan,"ted quinlan, head of the canberra torch relay committee, did not expect that reaction from the chinese community.",0.02834266870839685,0.036321698830878615,0.19999999999999998,0.1111111111111111,0.19999999999999998,0.48076923076923084,0,-0.20257170498371124,-0.10265000909566879,-0.15071120858192444
LangChain MultiVector Retriever (English),the chinese embassy,the chinese consulate and other prochina groups were involved in ensuring the prochina demonstrators outweighed the tibetan demonstrators by busing in thousands of prochina demonstrators.,0.02332216510868361,0.028891619963541715,0.14285714285714285,0.07692307692307693,0.14285714285714285,0.18867924528301888,0,-0.1119198352098465,0.4272401034832001,0.10201572626829147
LangChain MultiVector Retriever (English),nagano,nagano hosted the 1998 winter olympics.,0.03235934848975789,0.06567274736060395,0.2857142857142857,0.0,0.2857142857142857,0.31250000000000006,0,-0.01766226626932621,0.5111469626426697,0.19682662189006805
LangChain MultiVector Retriever (English),april 26,the context does not provide specific information about when the torch arrived in nagano.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.29627788066864014,-0.2807510495185852,-0.2834185063838959
LangChain MultiVector Retriever (English),nagano,the context does not provide information about where the torch relay was held in japan.,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.24205850064754486,-0.05051220953464508,-0.1516094207763672
LangChain MultiVector Retriever (English),1998 winter olympics,nagano hosted the 1998 winter olympics.,0.19308506685901675,0.24446151121745052,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.866013071895425,0,0.3527239263057709,0.7555709481239319,0.5310231447219849
LangChain MultiVector Retriever (English),japanese buddhist temple zenkji,the japanese buddhist temple zenkji was supposed to be the start of the relay event in nagano.,0.13445273575332964,0.13445273575332964,0.38095238095238093,0.3157894736842105,0.38095238095238093,0.7349537037037037,0,0.27715182304382324,0.5620133876800537,0.4083206355571747
LangChain MultiVector Retriever (English),a municipal building,the new starting point for the relay was the historic independence square.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.02822123095393181,0.0344969816505909,0.035240888595581055
LangChain MultiVector Retriever (English),two,only two chinese guards were allowed to accompany the torch.,0.021598265052211615,0.03747776736677921,0.18181818181818182,0.0,0.18181818181818182,0.25000000000000006,0,-0.28458836674690247,-0.06232179328799248,-0.18250779807567596
