Ground Truth,Modified RAG Answer,Traditional RAG Answer,BLEU (Mod),SacreBLEU (Mod),METEOR (Mod),ROUGE-1 (Mod),ROUGE-2 (Mod),ROUGE-L (Mod),BERTScore (Mod),Exact Match (Mod),BLEU (Trad),SacreBLEU (Trad),METEOR (Trad),ROUGE-1 (Trad),ROUGE-2 (Trad),ROUGE-L (Trad),BERTScore (Trad),Exact Match (Trad)
9 اپریل,9 اپریل کو ٹارچ سان فرانسسکو میں پہنچا۔,9 اپریل کو سان فرانسسکو پہنچا۔,0.07122722710132624,11.044795567078939,0.7211538461538463,1.0,0.0,1.0,0.6609228849411011,0,0.09717716588732002,16.233395773754953,0.78125,1.0,0.0,1.0,0.6758015751838684,0
جسٹن ہرمن پلازہ,جسٹن ہرمن پلازہ میں اختتامی تقریب منسوخ کی گئی۔,جسٹن ہرمن پلازہ,0.1444977144915524,17.747405280050266,0.8179012345679013,0.0,0.0,0.0,0.777924120426178,0,0.5757197301274735,100.00000000000004,0.9814814814814815,0.0,0.0,0.0,1.0,1
چین میں انسانی حقوق کا احترام,"کارکنوں نے دو بینر کھولے، ایک کہتا تھا ""ایک دنیا، ایک خواب۔ آزاد تبت"" اور دوسرا ""آزاد تبت '08""۔",فری تبت۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6315032243728638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6767035722732544,0
موریسیو میکری,بیونس آئرس کے میئر موریسیو میکری تھے۔,بیونس آئرس کے میئر موریسیو میکری تھے۔,0.081939171811711,13.134549472120788,0.75,0.0,0.0,0.0,0.7783902883529663,0,0.081939171811711,13.134549472120788,0.75,0.0,0.0,0.0,0.7783902883529663,0
ماریا نفپلیٹو,سلف فوخرجی,لوو شو جوان,0.0,0.0,0.0,0.0,0.0,0.0,0.7435997724533081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215072512626648,0
نوٹر ڈیم کیتھیڈرل,ایفل ٹاور میں بینر کی ایک کاپی پیرس میں لٹکی ہوئی تھی۔,ایفل ٹاور میں بینر کی ایک کاپی نوٹر ڈیم کیتھیڈرل سے لٹکی ہوئی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6482473611831665,0,0.09010288336595924,10.571070857151538,0.7181571815718159,0.0,0.0,0.0,0.7894150614738464,0
لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,دنیا کے کسی علاقے میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,سان فرانسسکو، پیانگ یانگ، اور پیرس میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6089248657226562,0,0.01758542189440898,2.8398387225677895,0.07352941176470588,0.0,0.0,0.0,0.6275225281715393,0
الیکسینڈروس نکولائڈس,پہلا ٹارچ اٹھانے والا چینی 1992 اولمپک چیمپئن سوئمر لین لی تھا۔,پہلا مشعل بردار یونان کے الیگزینڈر نیکولائیڈس تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6060197353363037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.686046838760376,0
تکسیم اسکوائر,ترکی میں مشعل کا ریلے تقسیم اسکوائر میں ختم ہوا۔,ترکی میں مشعل کا ریلے تقسیم اسکوائر میں ختم ہوا۔,0.023457495174891017,4.196114906296549,0.17857142857142858,0.0,0.0,0.0,0.7432165741920471,0,0.023457495174891017,4.196114906296549,0.17857142857142858,0.0,0.0,0.0,0.7432165741920471,0
او 2 ایرینا,لندن میں ریلے کا اختتام او 2 ایرینا میں ہوا۔,لندن میں ریلے کا اختتام او 2 ایرینا میں ہوا۔,0.12867201458772706,15.619699684601283,0.7957957957957957,1.0,0.0,1.0,0.7402820587158203,0,0.12867201458772706,15.619699684601283,0.7957957957957957,1.0,0.0,1.0,0.7402820587158203,0
80,انگلینڈ میں 2008 کے اولمپکس کے لیے 120 مشعل برداروں نے حصہ لیا۔,لندن میں 80 مشعل برداروں نے 2008 کے اولمپکس کے لیے مشعل اٹھائی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5493358373641968,0,0.01758542189440898,2.8398387225677895,0.2173913043478261,0.6666666666666666,0.0,0.6666666666666666,0.562822699546814,0
دہلی,ہندوستان میں اولمپک ریلے کے بارے میں احتجاج کے مقام کی معلومات فراہم نہیں کی گئی۔,دہلی میں احتجاج کا اہتمام کیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6327739953994751,0,0.028599617161713803,5.522397783539471,0.2941176470588236,0.0,0.0,0.0,0.7435859441757202,0
سوہا علی خان,واہنگاری ماٹائی نے 15 اپریل کو شرکت نہ کرنے کا فیصلہ کیا۔,سوہا علی خان نے 15 اپریل کو شرکت نہ کرنے کا فیصلہ کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6471318602561951,0,0.09731464224859211,11.498759556447217,0.7361111111111112,0.0,0.0,0.0,0.7478729486465454,0
18 اپریل,اولمپک مشعل بنکاک کب پہنچی اس کا ذکر سیاق و سباق میں موجود نہیں ہے۔,اولمپک مشعل 18 اپریل کو بنکاک پہنچی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5664755702018738,0,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.6499440670013428,0
20,منصوبہ بند روٹ کی لمبائی کے بارے میں سیاق و سباق میں کوئی معلومات فراہم نہیں کی گئی۔,2.3 کلومیٹر کا منصوبہ بند روٹ منسوخ کر دیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5463583469390869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5579232573509216,0
کوالالمپور,سیاق و سباق میں ملائیشیا کے دارالحکومت کا ذکر نہیں ہے۔,کوالالمپور۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6354367136955261,0,1.0,100.00000000000004,0.5,0.0,0.0,0.0,0.8608164191246033,1
جکارتہ,انڈونیشیا میں مشعل کی ریلے کا آغاز میک کووی کوو میں ہوا۔,انڈونیشیا میں مشعل کی ریلے کا آغاز جکارتہ سے ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6435341238975525,0,0.023457495174891017,4.196114906296549,0.2631578947368421,0.0,0.0,0.0,0.7232539653778076,0
صحافیوں,مدعوین کے ساتھ ساتھ اسٹیڈیم میں صرف صحافیوں کو داخل ہونے کی اجازت تھی۔,مدعوین اور صحافیوں کو داخل ہونے کی اجازت تھی۔,0.01758542189440898,2.8398387225677895,0.2173913043478261,0.0,0.0,0.0,0.7398965954780579,0,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.7511984705924988,0
دھرنے,چینی وزارت خارجہ نے انکار کیا کہ مشعل بجھائی گئی تھی۔,دھرنے پر مکمل پابندی کا سوال ہی پیدا نہیں ہوتا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.7016074061393738,0,0.023457495174891017,4.196114906296549,0.2631578947368421,0.0,0.0,0.0,0.7576760649681091,0
ایک دنیا ، ایک خواب,"""ایک دنیا، ایک خواب""۔",مشعل ریلے کے لئے کوئی موضوع ذکر نہیں کیا گیا۔,0.16821895003341453,50.81327481546149,0.46875,0.0,0.0,0.0,0.881767213344574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6342892050743103,0
24 اپریل,کینبرا میں مشعل کے پہنچنے کی تاریخ سیاق و سباق میں موجود نہیں ہے۔,مشعل 24 اپریل کو کینبرا پہنچی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5746908783912659,0,0.09717716588732002,16.233395773754953,0.78125,1.0,0.0,1.0,0.6650803685188293,0
24 مارچ,اولمپک مشعل 24 مارچ 2008 کو روشن کی گئی تھی۔,اولمپک مشعل 24 مارچ کو روشن کی گئی تھی۔,0.056950849982219685,8.392229812593097,0.6696428571428572,0.6666666666666666,0.0,0.6666666666666666,0.6412580609321594,0,0.06321087140417253,9.535414040914192,0.6944444444444445,1.0,0.0,1.0,0.6326274275779724,0
22 اپریل,اولمپک مشعل نے 22 اپریل کو جکارتہ کا دورہ کیا۔,اولمپک مشعل 22 اپریل کو جکارتہ پہنچی۔,0.056950849982219685,8.392229812593097,0.6696428571428572,1.0,0.0,1.0,0.6730262637138367,0,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.6517067551612854,0
عالمی ریلے,آئندہ اولمپکس میں عالمی ریلی نہیں ہوگی۔,آئندہ اولمپکس میں عالمی ریلے کو ختم کیا جائے گا۔,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.7335524559020996,0,0.056950849982219685,8.392229812593097,0.6696428571428572,0.0,0.0,0.0,0.7549840211868286,0
سیلک روڈ,چائنا ٹاؤن کے ذریعے مشعل کو لے جایا گیا۔,مشعل سلک روڈ کے ساتھ شہروں کا دورہ کر رہی تھی، جو چین اور باقی دنیا کے مابین قدیم روابط کی علامت ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6716593503952026,0,0.011603982212675388,1.6466642419110007,0.12195121951219513,0.0,0.0,0.0,0.6744176745414734,0
احتجاج,سیاق و سباق میں اولمپکس کی مخالفت کرنے والے گروہوں کی سرگرمیوں کا ذکر نہیں ہے۔,"مشعل کے راستے پر ایک بڑا بینر دکھایا گیا تھا جس پر ""آزاد تبت"" لکھا تھا۔ ان کا مقصد اولمپک کھیلوں اور چین میں وسیع پیمانے پر انسانی حقوق کی خلاف ورزیوں کے درمیان تضاد کو ظاہر کرنا تھا۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6309143304824829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5927096605300903,0
رشتوں,بھارت اور چین کے درمیان تعلقات بگڑ گئے ہیں۔,ہندوستان اور چین کے درمیان تعلقات میں تیزی سے خرابی ہوئی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6768614053726196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729735136032104,0
آئی او سی ممبران,مشعل ریلے کو منسوخ کر دیا گیا۔,کمیٹی نے کہا کہ ریلے کو منسوخ کیا جا رہا ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6816530227661133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489467620849609,0
24 مارچ ، 2008,اولمپک شعلہ 24 مارچ 2008 کو روشن کیا گیا تھا۔,24 مارچ کو اولمپک شعلہ روشن کیا گیا تھا۔,0.12867201458772706,15.619699684601283,0.7957957957957957,1.0,1.0,1.0,0.6901825070381165,0,0.06321087140417253,9.535414040914192,0.5208333333333335,0.6666666666666666,0.0,0.6666666666666666,0.6562317609786987,0
پروپین,مشعل کے لیے پروپین کے کینوں کا استعمال کیا جاتا ہے۔,مشعل کے لیے پروپین کا استعمال کیا جاتا ہے۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.6419721841812134,0,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.65217524766922,0
لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,دنیا کے کسی علاقے میں احتجاجی مظاہروں کی تعداد کم بتائی نہیں گئی۔,سان فرانسسکو، پیانگ یانگ، اور پیرس میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.603133499622345,0,0.01758542189440898,2.8398387225677895,0.07352941176470588,0.0,0.0,0.0,0.6275225281715393,0
24,سیاق و سباق میں ٹارچ کے تائیوان سے فاصلے کی معلومات موجود نہیں ہیں۔,ٹارچ کو تائیوان میں 24 کلومیٹر دور جانا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.537392258644104,0,0.02573285025273419,4.767707020457095,0.27777777777777785,1.0,0.0,1.0,0.5518959164619446,0
37,ہاں، مشعل 37 میل فی گھنٹہ کی ہواؤں میں روشن رہنے کے لئے ڈیزائن کی گئی ہے۔,ہوا کی رفتار 65 کلومیٹر فی گھنٹہ (37 میل فی گھنٹہ) میں مشعل شعلہ روشن رہے گا۔,0.014936192853457254,2.2869567780619007,0.19230769230769232,1.0,0.0,1.0,0.5008713603019714,0,0.0,2.0244462660665508,0.0,0.6666666666666666,0.0,0.6666666666666666,0.46471238136291504,0
سرخ اور پیلے,سیاق و سباق میں ہوائی جہاز کے رنگ کا ذکر نہیں ہے۔,ہوائی جہاز کو سرخ اور پیلے رنگ سے پینٹ کیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6517162919044495,0,0.10584277604455784,12.605968092174914,0.7549857549857552,0.0,0.0,0.0,0.7042712569236755,0
جیک روگ,بین الاقوامی اولمپک کمیٹی کے صدر کا نام جیک روگ ہے۔,بین الاقوامی اولمپک کمیٹی کے صدر جیک روگ ہیں۔,0.05190794196013298,7.495553473355842,0.646551724137931,0.0,0.0,0.0,0.7118261456489563,0,0.06321087140417253,9.535414040914192,0.6944444444444445,0.0,0.0,0.0,0.7162793278694153,0
ایفل ٹاور,پیرس میں مشعل ریلے ایفل ٹاور کی پہلی سطح پر شروع ہوا۔,ایفل ٹاور کی پہلی سطح سے شروع ہوا۔,0.04774753205784679,6.772997136689072,0.6250000000000001,0.0,0.0,0.0,0.759660542011261,0,0.07122722710132624,11.044795567078939,0.7211538461538463,0.0,0.0,0.0,0.8125649094581604,0
براعظموں,مشعل روٹ چھ براعظموں کا احاطہ کرتا ہے۔,مشعل روٹ چھ براعظموں سے گزرتا ہے اور سلک روڈ کے ساتھ شہروں کا دورہ کرتا ہے۔,0.028599617161713803,5.522397783539471,0.2941176470588236,0.0,0.0,0.0,0.7440529465675354,0,0.014936192853457254,2.2869567780619007,0.19230769230769232,0.0,0.0,0.0,0.7130647897720337,0
ماریا نفپلیٹو,شامی اداکارہ سلف فوخرجی نے نئی کھیلوں کے لئے مشعل روشن کی۔,لوو شوجوان۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6541627645492554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6953892111778259,0
تائیوان,حکومت کا ذکر نہیں کیا گیا۔,ویتنامی حکومت مشعل کے راستے کی وضاحت کرنے کے لئے استعمال ہونے والی زبان پر متفق نہیں تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6313726305961609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046221256256104,0
کنمنگ,کنمنگ، ہیفی اور ووہان میں کارفور کے بائیکاٹ کا اہتمام کیا گیا۔,کنمنگ میں Carrefour اسٹور میں مخالف مظاہرین کو چینی جھنڈوں کے ساتھ داخل ہونے سے روکا گیا تھا۔,0.020044994979069072,3.3864985683445354,0.2380952380952381,0.0,0.0,0.0,0.7277732491493225,0,0.014238348381961592,2.1476912089159055,0.1851851851851852,0.0,0.0,0.0,0.7126064300537109,0
ایل وی ایم ایچ گروپ,اس کے بارے میں کوئی معلومات فراہم نہیں کی گئی ہیں کہ کس نے دلائی لاما کو پیسے دیئے ہیں۔,ایل وی ایم ایچ گروپ پر الزام لگایا گیا ہے کہ اس نے دلائی لاما کو فنڈز عطیہ کیے ہیں۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6248832941055298,0,0.17923344640485428,17.92334464048542,0.7661538461538463,0.0,0.0,0.0,0.7570272088050842,0
قازقستان کے صدر,نورسلطان نزاربیف قازقستان کے صدر تھے۔,نورسلطان نزاربیف قازقستان کے صدر تھے۔,0.23376641384792204,30.213753973567677,0.8922558922558923,0.0,0.0,0.0,0.7899109125137329,0,0.23376641384792204,30.213753973567677,0.8922558922558923,0.0,0.0,0.0,0.7899109125137329,0
مقابلہ مظاہرین,جمہوریت کے حامی کارکنوں کو مشعل کے حامیوں کی ایک بھیڑ نے مغلوب کیا۔,مظاہرین کو جاپانی قوم پرستوں نے دبایا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6719076633453369,0,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.7305543422698975,0
7 اپریل,پیرس میں مشعل کی منتقلی 7 اپریل کو ہوئی۔,پیرس میں مشعل کی منتقلی 7 اپریل کو ہوئی۔,0.06321087140417253,9.535414040914192,0.6944444444444445,1.0,0.0,1.0,0.6701326966285706,0,0.06321087140417253,9.535414040914192,0.6944444444444445,1.0,0.0,1.0,0.6701326966285706,0
یوگور,تقریباً 10 مظاہرین کو پولیس نے حراست میں لیا۔,پانچ افراد کو گرفتار کیا گیا، بشمول ایک چینی طالب علم جسے مبینہ طور پر پتھر پھینکنے کے الزام میں گرفتار کیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6567296385765076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.601681113243103,0
گرفتار,کئی مظاہرین کو پولیس نے فوری طور پر گرفتار کر لیا۔,مظاہرین نے مشعل کو چھیننے کی کوشش کی اور ایک علیحدہ واقعے میں مشعل کے قریب آگ بجھانے والا آلہ لگایا گیا۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.6976481080055237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6541324853897095,0
3 اپریل,3 اپریل کو ٹارچ استنبول میں تھا۔,ٹارچ استنبول میں 3 اپریل کو تھا۔,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.7406609058380127,0,0.081939171811711,13.134549472120788,0.75,1.0,0.0,1.0,0.726351797580719,0
پلاس اسکوائر,وان چائی میں گولڈن باہینیا اسکوائر۔,محل اسکوائر، سینٹ پیٹرزبرگ، روس میں ریلے کا آخری مقام تھا۔,0.03759340464156993,8.116697886877475,0.20833333333333334,0.0,0.0,0.0,0.7589077949523926,0,0.021598265052211615,3.7477767366779213,0.1724137931034483,0.0,0.0,0.0,0.6971949338912964,0
فیڈور ایملیانینکو,فیڈور ایمیلیانینکو۔,فیڈور ایمیلیانینکو۔,0.06754436142034707,49.99999999999999,0.25,0.0,0.0,0.0,0.7823284268379211,0,0.06754436142034707,49.99999999999999,0.25,0.0,0.0,0.0,0.7823284268379211,0
غنڈے,غنڈے۔,"لندن کے عہدیداروں نے چینی سیکیورٹی گارڈز کو ""غنڈوں"" کے طور پر بیان کیا۔",1.0,100.00000000000004,0.5,0.0,0.0,0.0,0.9202179312705994,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6972723603248596,0
کازاخستان,مشعل پہلی بار چین میں پہنچی۔,پاکستان میں مشعل پہلی بار پہنچی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6502866148948669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6344963312149048,0
80,2008 کے اولمپکس کے لیے انگلینڈ میں 120 لوگوں نے مشعل اٹھائی تھی۔,انگلینڈ میں 80 لوگوں نے مشعل اٹھائی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.55620276927948,0,0.028599617161713803,5.522397783539471,0.2941176470588236,1.0,0.0,1.0,0.6069944500923157,0
فرانسیسکا مارٹینز اور رچرڈ ووگن,انگلینڈ میں کسی نے مشعل اٹھانے سے انکار نہیں کیا۔,فرانسسکا مارٹینز اور رچرڈ ووگن نے مشعل اٹھانے سے انکار کر دیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6060275435447693,0,0.21200626759025185,21.200626759025184,0.6962719298245613,0.0,0.0,0.0,0.8388641476631165,0
پانچ,پانچ بار۔,پیرس کے حصے کے دوران کئی بار مشعل کو بجھا دیا گیا۔,0.06754436142034707,49.99999999999999,0.45454545454545453,0.0,0.0,0.0,0.7998155951499939,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6638035774230957,0
ریچرڈ ووگن,رچرڈ ووگن نے فرانسسکا مارٹینز کے ساتھ مل کر مشعل اٹھانے سے انکار کر دیا۔,فرانسسکا مارٹینز کے ساتھ مل کر رچرڈ ووگن نے مشعل اٹھانے سے انکار کر دیا۔,0.016591439325163958,2.627961710408444,0.15151515151515152,0.0,0.0,0.0,0.7375916838645935,0,0.016591439325163958,2.627961710408444,0.15151515151515152,0.0,0.0,0.0,0.7341945767402649,0
گرین پارٹی کے عہدیداروں,سیاق و سباق میں سٹی ہال کی کھڑکی سے تبت کا جھنڈا نکالنے والے کا ذکر نہیں ہے۔,گرین پارٹی کے عہدیداروں نے سٹی ہال میں ایک کھڑکی سے تبت کا جھنڈا لہرایا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6515098214149475,0,0.16451929399933107,16.451929399933107,0.778186274509804,0.0,0.0,0.0,0.8084494471549988,0
ویل چیئر میں فرشتہ,نسلی چینیوں نے جِن جِنگ کو کچھ نہیں کہا۔,نسلی چینیوں نے جِن جِنگ کو فرشتہ کہا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6812162399291992,0,0.02573285025273419,4.767707020457095,0.11111111111111112,0.0,0.0,0.0,0.7447425723075867,0
مسقط,مشرق وسطیٰ میں مشعل کا واحد اسٹاپ مسقط، سلطنت عمان تھا۔,مشرق وسطیٰ میں مشعل کا واحد مقام سلطنت عمان، مسقط تھا۔,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.7156228423118591,0,0.021598265052211615,3.7477767366779213,0.25000000000000006,0.0,0.0,0.0,0.7191794514656067,0
بینر,ایفل ٹاور سے متعلق کوئی معلومات فراہم نہیں کی گئی۔,ایفل ٹاور پر احتجاج کا بینر لٹکا ہوا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6740618348121643,0,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.698038637638092,0
پرامن,مجموعی طور پر مظاہرے پرامن نوعیت کے تھے۔,احتجاج مجموعی طور پر پرامن نوعیت کے تھے۔,0.028599617161713803,5.522397783539471,0.2941176470588236,0.0,0.0,0.0,0.7010866403579712,0,0.028599617161713803,5.522397783539471,0.2941176470588236,0.0,0.0,0.0,0.7039883732795715,0
وائس صدر علی محمد شین,افریقہ میں مشعل کا واحد اسٹاپ دارالسلام، تنزانیہ میں تھا۔,تنزانیہ میں دارالسلام افریقہ میں مشعل کا واحد اسٹاپ تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.657767117023468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6604056358337402,0
دار السلام,دارالسلام، تنزانیہ۔,تنزانیہ میں دارالسلام مشعل کے لئے واحد افریقی منزل تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6664624214172363,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6625662446022034,0
سلف فوخرجی,شامی اداکارہ کا نام سلف فوخرجی ہے۔,شامی اداکارہ کا نام سلف فوخری ہے۔,0.081939171811711,13.134549472120788,0.75,0.0,0.0,0.0,0.7818711400032043,0,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.7548993825912476,0
سیکورٹی خدشات,پہلا راستہ نہیں لیا گیا کیونکہ سڑکیں مکمل طور پر تباہ ہو گئی تھیں یا لینڈ سلائیڈنگ سے بند ہو گئی تھیں۔,پہلا راستہ نہیں لیا گیا کیونکہ سڑکیں مکمل طور پر تباہ ہو چکی تھیں یا لینڈ سلائیڈنگ سے بند ہو گئی تھیں۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6350499987602234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6342450380325317,0
پانچ,پانچ حاملین نے حصہ نہ لینے کا فیصلہ کیا۔,دو حاملین نے حصہ نہ لینے کا فیصلہ کیا۔,0.02573285025273419,4.767707020457095,0.27777777777777785,0.0,0.0,0.0,0.6608816981315613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406435966491699,0
فالون گونگ کے دوست,سوسن پریگر فرینڈز آف فالون گونگ کی مواصلات کی ڈائریکٹر ہیں۔,"سوسن پریگر ""فرینڈز آف فالون گونگ"" کی مواصلات کی ڈائریکٹر ہیں۔",0.05190794196013298,7.495553473355842,0.398936170212766,0.0,0.0,0.0,0.737382709980011,0,0.021598265052211615,6.178110636313396,0.10638297872340427,0.0,0.0,0.0,0.7204119563102722,0
تبت کی جلاوطنی حکومت,صدر پرویز مشرف اور وزیر اعظم یوسف رضا گیلانی نے ریلے کی افتتاحی تقریب میں خطاب کیا۔,سر اسٹیو ریڈگریو نے کہا کہ وہ ریلے کی رکاوٹوں کی حمایت نہیں کرتے۔,0.014936192853457254,2.2869567780619007,0.09433962264150943,0.0,0.0,0.0,0.6707910895347595,0,0.01758542189440898,2.8398387225677895,0.1,0.0,0.0,0.0,0.6775728464126587,0
نئی دہلی,بھارت میں مشعل ریلے کا ذکر موجود نہیں ہے۔,بھارت میں مشعل ریلے دہلی میں ہوا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.640636682510376,0,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.6947426199913025,0
میشل الیوٹ ماری,وزیر داخلہ جیکوی اسمٹھ تھے۔,وزیر داخلہ میشل الیوت ماری تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6548731923103333,0,0.044706344276931285,9.652434877402245,0.30303030303030304,0.0,0.0,0.0,0.7818282246589661,0
70,بھارت میں مشعل کے 120 حاملین استعمال کیے گئے تھے۔,بھارت میں پانچ مطلوبہ مشعل برداروں نے ذاتی وجوہات کی بنا پر حصہ نہیں لیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.538543164730072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5189385414123535,0
لن لی,شمالی امریکہ کے پہلے مشعل بردار کا نام لین لی ہے۔,شمالی امریکہ کے پہلے مشعل بردار کا نام سیاق و سباق میں فراہم نہیں کیا گیا۔,0.021598265052211615,3.7477767366779213,0.1724137931034483,0.0,0.0,0.0,0.7277724146842957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446327567100525,0
میشل الیوٹ ماری,پولیس کے بارے میں کوئی معلومات فراہم نہیں کی گئی۔,وزیر داخلہ مشیل الیوت ماری نے کہا کہ پولیس نے اپنی پہل پر کام کیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6245839595794678,0,0.01571523700545522,2.445593937240363,0.11627906976744187,0.0,0.0,0.0,0.6834827065467834,0
سان فرانسسکو بین الاقوامی ہوائی اڈے,جسٹن ہرمن پلازہ میں منصوبہ بند اختتامی تقریب منسوخ کر دی گئی اور اس کے بجائے سان فرانسسکو بین الاقوامی ہوائی اڈے پر ایک تقریب منعقد کی گئی۔,روٹ کے اختتام کو جسٹن ہرمن پلازہ سے تبدیل کر دیا گیا تاکہ کسی بھی منظم احتجاج کو ناکام بنایا جا سکے۔,0.16451929399933107,16.451929399933107,0.7300135501355015,0.0,0.0,0.0,0.692588210105896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922487378120422,0
14 اپریل,سیاق و سباق میں مشعل کے مسقط پہنچنے کی تاریخ کا ذکر نہیں ہے۔,مشعل 14 اپریل کو مسقط پہنچی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5670186877250671,0,0.09717716588732002,16.233395773754953,0.78125,1.0,0.0,1.0,0.660253643989563,0
سان فرانسسکو بورڈ آف سپروائزرز,سان فرانسسکو بورڈ آف سپروائزرز نے قرارداد منظور کی۔,سان فرانسسکو بورڈ آف سپروائزرز نے اس قرارداد کی منظوری دی۔,0.44632361378533286,44.63236137853326,0.9222222222222224,0.0,0.0,0.0,0.8510591983795166,0,0.3508439695638686,35.08439695638686,0.8892857142857143,0.0,0.0,0.0,0.8253896832466125,0
چین,چینی عہدیداروں کے مطالبے پر ریلے کے احاطے کو مختصر کیا گیا۔,میئر گیون نیوزوم نے کہا کہ سان فرانسسکو ریلے روٹ کو مختصر کیا جائے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.63726407289505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5836085081100464,0
