title,context,question,answer
2008_Summer_Olympics_torch_relay,"لندن اور پیرس میں مشعل پر حملوں کو چینی حکومت نے قابل نفرت قرار دیا ، ان کی مذمت کرتے ہوئے ان کو جان بوجھ کر رکاوٹیں قرار دیا۔ جنہوں نے اولمپک روح یا برطانیہ اور فرانس کے قوانین پر کوئی غور نہیں کیا اور جنہوں نے اولمپک روح کو داغدار کردیا ، اور عہد کیا کہ وہ ریلے کے ساتھ جاری رکھیں گے اور احتجاج کو اولمپک روح میں رکاوٹ نہیں بننے دیں گے۔ بیرون ملک مقیم چینی اور بیرون ملک مقیم چینی شہریوں کے بڑے پیمانے پر احتجاجی مظاہرے ریلے کے بعد کے حصوں میں عام ہوگئے۔ سان فرانسسکو میں ، حامیوں کی تعداد مظاہرین کی تعداد سے بہت زیادہ تھی ، اور آسٹریلیا ، جاپان ، جنوبی کوریا میں ، مخالف مظاہرین نے مظاہرین کو مغلوب کردیا۔ مظاہرین اور حامیوں کے مابین دو جھڑپیں رپورٹ کی گئیں۔ ریلے کے لاطینی امریکہ ، افریقہ اور مغربی ایشیاء کی ٹانگوں میں کوئی بڑا احتجاج نظر نہیں آیا۔",دنیا کے کن تین علاقوں میں احتجاجی مظاہروں کی تعداد کم بتائی گئی؟,"لاطینی امریکہ ، افریقہ اور مغربی ایشیاء"
2008_Summer_Olympics_torch_relay,"اس راستے نے مارچ 2008 سے مئی 2008 سے اگست 2008 تک چھ براعظموں کے ذریعے مشعل کو لے لیا۔ منصوبہ بند راستے میں اصل میں ہو چی منہ شہر اور ہانگ کانگ کے مابین تائی پے میں ایک اسٹاپ شامل تھا ، لیکن بیجنگ اور تائی پے میں اس بات پر اختلاف تھا کہ آیا یہ راستے کا بین الاقوامی یا گھریلو حصہ تھا یا نہیں۔ جبکہ چین اور چینی تائی پے کی اولمپک کمیٹیوں نے اس نقطہ نظر پر ابتدائی اتفاق رائے حاصل کیا ، تائیوان میں جمہوریہ چین کی حکومت نے مداخلت کرتے ہوئے کہا کہ اس جگہ کو تائیوان کو ہانگ کانگ اور مکاؤ کے برابر رکھنے کے طور پر سمجھا جاسکتا ہے ، جس پر اس نے اعتراض کیا۔ بیجنگ آرگنائزنگ کمیٹی نے مذاکرات جاری رکھنے کی کوشش کی ، لیکن تائیوان میں 24 کلومیٹر مشعل کے راستے پر جمہوریہ چین کے جھنڈے یا ترانے پر مزید تنازعات پیدا ہوئے۔ 21 ستمبر ، 2007 کو مذاکرات کے اختتام کے لئے آدھی رات کی آخری تاریخ تک ، تائیوان اور چین مشعل ریلے کے مسئلے پر سمجھوتہ کرنے سے قاصر تھے۔ آخر میں ، تائیوان آبنائے کے دونوں اطراف نے تائی پے ٹانگ کو ختم کرنے کا فیصلہ کیا۔",ٹارچ کو تائیوان سے کتنے کلومیٹر دور جانا تھا؟,24
2008_Summer_Olympics_torch_relay,اولمپک مشعل روایتی طوماروں پر مبنی ہے اور ایک روایتی چینی ڈیزائن کا استعمال کرتا ہے جسے لکی کلاؤڈ کے نام سے جانا جاتا ہے۔ یہ ایلومینیم سے بنایا گیا ہے۔ اس کی اونچائی 72 سینٹی میٹر ہے اور اس کا وزن 985 گرام ہے۔ مشعل کو 65 کلومیٹر فی گھنٹہ (37 میل فی گھنٹہ) ہواؤں میں اور 50 ملی میٹر (2 انچ) فی گھنٹہ کی بارش میں روشن رہنے کے لئے ڈیزائن کیا گیا ہے۔ شعلہ کو جلانے اور بجھانے کے لئے ایک اگنیشن کلید کا استعمال کیا جاتا ہے۔ مشعل پروپین کے کینوں سے ایندھن ہے۔ ہر کین 15 منٹ کے لئے مشعل کو روشن کرے گا۔ اسے لینووو گروپ کی ایک ٹیم نے ڈیزائن کیا ہے۔ مشعل کو پوری کائنات کو بنانے والے 5 عناصر کے روایتی چینی تصور کے حوالے سے ڈیزائن کیا گیا ہے۔,کیا ہوا کی رفتار مشعل شعلہ اب بھی میل فی گھنٹہ میں روشن رہے گا؟,37
2008_Summer_Olympics_torch_relay,"بین الاقوامی سطح پر ، مشعل اور اس کے ہمراہ پارٹی نے اولمپک کھیلوں کے سرخ اور پیلے رنگوں میں پینٹ کردہ چارٹرڈ ایئر چائنا ایئربس اے 330 (رجسٹرڈ بی 6075) میں سفر کیا۔ ایئر چائنا کو بیجنگ اولمپک گیم کمیٹیوں نے مارچ 2008 میں اولمپک مقصد میں اپنی طویل مدتی شرکت کے لئے نامزد اولمپک مشعل بردار کے طور پر منتخب کیا تھا۔ طیارے نے 21 ممالک اور خطوں کے ذریعے 130 دن کی مدت کے لئے مجموعی طور پر 137،000 کلومیٹر (85،000 میل) کا سفر کیا۔",ہوائی جہاز کو کس رنگ سے پینٹ کیا گیا تھا؟,سرخ اور پیلے
2008_Summer_Olympics_torch_relay,"مغربی یورپ اور شمالی امریکہ میں افراتفری والی مشعل ریلے کی وجہ سے ، بین الاقوامی اولمپک کمیٹی کے صدر ، جیک روگ نے صورتحال کو تنظیم کے لئے بحران کے طور پر بیان کیا اور کہا کہ اولمپک مقامات پر تبتی جھنڈے دکھانے والے کسی بھی کھلاڑی کو کھیلوں سے نکال دیا جاسکتا ہے۔ اگرچہ وہ آئی او سی کے کچھ ممبروں کی طرف سے ایسا کرنے کے مطالبات کے باوجود ریلے کو مکمل طور پر منسوخ کرنے سے قاصر رہے۔ ریلے کے نتائج نے آئی او سی کے فیصلے پر اثر انداز کیا۔ کھیلوں کے مستقبل کے ایڈیشنوں میں عالمی ریلے کو ختم کرنا۔",بین الاقوامی اولمپک کمیٹی کا صدر کون ہے؟,جیک روگ
2008_Summer_Olympics_torch_relay,"فرانس: پیرس میں مشعل ریلے کا مرحلہ ، جو 7 اپریل کو منعقد ہوا ، ایفل ٹاور کی پہلی سطح پر شروع ہوا اور اسٹیڈ شارلیٹی میں ختم ہوا۔ اس ریلے کو ابتدائی طور پر 28 کلومیٹر کا احاطہ کرنا تھا ، لیکن تبت کے حامی اور انسانی حقوق کے کارکنوں کے وسیع پیمانے پر احتجاج کے بعد چینی عہدیداروں کے مطالبے پر اسے مختصر کردیا گیا ، جنہوں نے بار بار جلوس میں خلل ڈالنے ، رکاوٹ ڈالنے یا روکنے کی کوشش کی۔ چینی حکام کی درخواست پر ٹاؤن ہال میں ایک طے شدہ تقریب منسوخ کردی گئی تھی ، اور ، چینی حکام کی درخواست پر ، مشعل نے کھلاڑیوں کے ذریعہ لے جانے کے بجائے بس کے ذریعہ ریلے کو ختم کردیا تھا۔ پیرس سٹی حکام نے امن احتجاج کے ساتھ اولمپک شعلہ کا استقبال کرنے کے منصوبوں کا اعلان کیا تھا۔ شہر کی حکومت نے تمام انسانیت اور انسانی حقوق کی اقدار کو فروغ دینے کی کوشش میں سٹی ہال میں ایک بینر منسلک کیا جس میں لکھا گیا تھا کہ پیرس پوری دنیا میں انسانی حقوق کا دفاع کرتا ہے۔ رپورٹرز ود آؤٹ بارڈرز کے ممبران بڑی تعداد میں احتجاج کرنے کے لئے نکلے۔ ایک اندازے کے مطابق 3000 فرانسیسی پولیس نے اولمپک مشعل ریلے کی حفاظت کی جب یہ ایفل ٹاور سے روانہ ہوا اور احتجاج کے خطرے کے درمیان پیرس کو پار کیا۔ وسیع پیمانے پر تبت کے حامی احتجاج ، بشمول ایک سے زیادہ مظاہرین کی طرف سے پانی یا آگ بجھانے والے آلات سے شعلہ بجھانے کی کوشش ، نے ریلے حکام کو پانچ بار (پیرس میں پولیس حکام کے مطابق) شعلہ بجھانے اور چینی عہدیداروں کے مطالبے پر ایک بس پر مشعل لوڈ کرنے پر مجبور کیا۔ یہ بعد میں چینی وزارت خارجہ کی طرف سے انکار کیا گیا تھا، فرانسیسی ٹیلی ویژن نیٹ ورک فرانس 2 کی طرف سے نشر کردہ ویڈیو فوٹیج کے باوجود جس میں چینی شعلہ حاضرین کو مشعل کو بجھاتے ہوئے دکھایا گیا تھا۔ بیک اپ شعلے ہر وقت مشعل کو دوبارہ روشن کرنے کے لئے ریلے کے ساتھ ہیں۔ فرانسیسی جوڈوکا اور مشعل بردار ڈیوڈ ڈوئلیٹ نے چینی شعلہ حاضرین پر اپنی ناراضگی کا اظہار کیا جنہوں نے مشعل کو بجھایا جو وہ ٹیڈی رینر کے حوالے کرنے جا رہا تھا۔ میں سمجھتا ہوں کہ وہ ہر چیز سے ڈرتے ہیں ، لیکن یہ صرف پریشان کن ہے۔ انہوں نے اس حقیقت کے باوجود شعلہ بجھایا کہ کوئی خطرہ نہیں تھا ، اور وہ اسے دیکھ سکتے تھے اور وہ اسے جانتے تھے۔ مجھے نہیں معلوم کہ انہوں نے ایسا کیوں کیا۔",ٹارچ ریلے کے لئے پیرس کا روٹ کہاں سے شروع ہوا؟,ایفل ٹاور
2008_Summer_Olympics_torch_relay,"اس راستے نے مارچ 2008 سے مئی 2008 سے اگست 2008 تک چھ براعظموں کے ذریعے مشعل کو لے لیا۔ منصوبہ بند راستے میں اصل میں ہو چی منہ شہر اور ہانگ کانگ کے مابین تائی پے میں ایک اسٹاپ شامل تھا ، لیکن بیجنگ اور تائی پے میں اس بات پر اختلاف تھا کہ آیا یہ راستے کا بین الاقوامی یا گھریلو حصہ تھا یا نہیں۔ جبکہ چین اور چینی تائی پے کی اولمپک کمیٹیوں نے اس نقطہ نظر پر ابتدائی اتفاق رائے حاصل کیا ، تائیوان میں جمہوریہ چین کی حکومت نے مداخلت کرتے ہوئے کہا کہ اس جگہ کو تائیوان کو ہانگ کانگ اور مکاؤ کے برابر رکھنے کے طور پر سمجھا جاسکتا ہے ، جس پر اس نے اعتراض کیا۔ بیجنگ آرگنائزنگ کمیٹی نے مذاکرات جاری رکھنے کی کوشش کی ، لیکن تائیوان میں 24 کلومیٹر مشعل کے راستے پر جمہوریہ چین کے جھنڈے یا ترانے پر مزید تنازعات پیدا ہوئے۔ 21 ستمبر ، 2007 کو مذاکرات کے اختتام کے لئے آدھی رات کی آخری تاریخ تک ، تائیوان اور چین مشعل ریلے کے مسئلے پر سمجھوتہ کرنے سے قاصر تھے۔ آخر میں ، تائیوان آبنائے کے دونوں اطراف نے تائی پے ٹانگ کو ختم کرنے کا فیصلہ کیا۔",مشعل روٹ چھ کیا احاطہ کرتا ہے؟,براعظموں
2008_Summer_Olympics_torch_relay,"یونان: 24 مارچ ، 2008 کو ، اولمپک شعلہ اولمپیا ، یونان ، قدیم اولمپک کھیلوں کے مقام پر روشن کیا گیا تھا۔ اداکارہ ماریا نفپلیٹو نے ، ایک اعلی کاہن کے کردار میں ، پہلے مشعل بردار ، 2004 کے موسم گرما کے اولمپکس میں تائی کوونڈو میں چاندی کا تمغہ جیتنے والے یونان کے الیگزینڈروس نکولائڈس کا مشعل روشن کیا ، جس نے دوسرا مشعل بردار ، خواتین کے بریسٹ اسٹروک میں اولمپک چیمپیئن چین کے لوو شوجوان کو شعلہ سونپا۔ تبت میں حالیہ بدامنی کے بعد ، رابرٹ مینارڈ سمیت رپورٹرز وائرڈ بارڈرز کے تین ممبروں نے سیکیورٹی کی خلاف ورزی کی اور اولمپیا ، یونان میں مشعل روشن کرنے کی تقریب کے دوران بیجنگ کی اولمپک آرگنائزنگ کمیٹی کے سربراہ لیو کی کی تقریر میں خلل ڈالنے کی کوشش کی۔ عوامی جمہوریہ چین نے اسے اولمپکس کو خراب کرنے کی شرمناک کوشش قرار دیا۔ 30 مارچ 2008 کو ایتھنز میں ، بیجنگ کھیلوں کے منتظمین کو یونانی عہدیداروں سے مشعل کے حوالے کرنے کی تقریبات کے دوران ، مظاہرین نے 'آزاد تبت' کا نعرہ لگایا اور بینر کھولے۔ 15 مظاہرین میں سے 10 کو پولیس حراست میں لے لیا گیا۔ اس حوالے کے بعد ، احتجاج بین الاقوامی سطح پر جاری رہا ، خاص طور پر نیپال میں پولیس کے ساتھ پرتشدد تصادم۔",اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,ماریا نفپلیٹو
2008_Summer_Olympics_torch_relay,"اس راستے نے مارچ 2008 سے مئی 2008 سے اگست 2008 تک چھ براعظموں کے ذریعے مشعل کو لے لیا۔ منصوبہ بند راستے میں اصل میں ہو چی منہ شہر اور ہانگ کانگ کے مابین تائی پے میں ایک اسٹاپ شامل تھا ، لیکن بیجنگ اور تائی پے میں اس بات پر اختلاف تھا کہ آیا یہ راستے کا بین الاقوامی یا گھریلو حصہ تھا یا نہیں۔ جبکہ چین اور چینی تائی پے کی اولمپک کمیٹیوں نے اس نقطہ نظر پر ابتدائی اتفاق رائے حاصل کیا ، تائیوان میں جمہوریہ چین کی حکومت نے مداخلت کرتے ہوئے کہا کہ اس جگہ کو تائیوان کو ہانگ کانگ اور مکاؤ کے برابر رکھنے کے طور پر سمجھا جاسکتا ہے ، جس پر اس نے اعتراض کیا۔ بیجنگ آرگنائزنگ کمیٹی نے مذاکرات جاری رکھنے کی کوشش کی ، لیکن تائیوان میں 24 کلومیٹر مشعل کے راستے پر جمہوریہ چین کے جھنڈے یا ترانے پر مزید تنازعات پیدا ہوئے۔ 21 ستمبر ، 2007 کو مذاکرات کے اختتام کے لئے آدھی رات کی آخری تاریخ تک ، تائیوان اور چین مشعل ریلے کے مسئلے پر سمجھوتہ کرنے سے قاصر تھے۔ آخر میں ، تائیوان آبنائے کے دونوں اطراف نے تائی پے ٹانگ کو ختم کرنے کا فیصلہ کیا۔",کون سی حکومت مشعل کے راستے کی وضاحت کرنے کے لئے استعمال ہونے والی زبان پر متفق نہیں تھی؟,تائیوان
2008_Summer_Olympics_torch_relay,"چین: چین میں ، مشعل کا سب سے پہلے پولیٹ بیورو اسٹینڈنگ کمیٹی کے ممبر زو یونگ کانگ اور اسٹیٹ کونسلر لیو یانڈونگ نے خیرمقدم کیا تھا۔ اس کے بعد اسے سی پی سی کے سیکرٹری جنرل ہو جنٹاؤ کو منتقل کیا گیا تھا۔ 1 مئی سے فرانسیسی ہائپر مارٹ کیریفور کا بائیکاٹ کرنے کا مطالبہ 12 اپریل سے ہفتے کے آخر میں چینیوں میں موبائل ٹیکسٹ میسجنگ اور آن لائن چیٹ رومز کے ذریعے پھیلنا شروع ہوا ، جس میں کمپنی کے بڑے شیئر ہولڈر ، ایل وی ایم ایچ گروپ پر دلا لاما کو فنڈز عطیہ کرنے کا الزام لگایا گیا۔ فرانسیسی عیش و آرام کی اشیاء اور کاسمیٹک مصنوعات کو شامل کرنے کے لئے بائیکاٹ کو بڑھانے کے بھی مطالبات تھے۔ 15 اپریل کو واشنگٹن ٹائمز کے مطابق ، تاہم ، چینی حکومت سنسرشپ کے ذریعے صورتحال کو پرسکون کرنے کی کوشش کر رہی تھی۔ کارفور کے بائیکاٹ سے متعلق مقبول انٹرنیٹ فورم سوہو ڈاٹ کام پر پوسٹ کردہ تمام تبصرے حذف کردیئے گئے ہیں۔ چینی مظاہرین نے کنمنگ ، ہیفی اور ووہان سمیت چین کے بڑے شہروں میں فرانسیسی ملکیت والے خوردہ چین کارفور کے بائیکاٹ کا اہتمام کیا ، فرانسیسی قوم پر علیحدگی پسند سازش اور چینی مخالف نسل پرستی کا الزام لگایا۔ کچھ نے فرانسیسی جھنڈے جلائے ، کچھ نے فرانسیسی جھنڈے میں نازیزم کا سواسٹیکا شامل کیا ، اور فرانسیسی قونصل خانوں اور سفارت خانے کے سامنے بڑے احتجاج کا مطالبہ کرتے ہوئے مختصر آن لائن پیغامات پھیلائے۔ کارفور بائیکاٹ کے خلاف مظاہرین نے کنمنگ میں کارفور اسٹورز میں سے ایک میں داخل ہونے پر مظاہرہ کیا ، صرف چینی بائیکاٹ کرنے والوں نے بڑے جھنڈے اور پانی کی بوتلوں سے روک دیا۔ بی بی سی نے بتایا کہ بیجنگ ، ووہان ، چنگداؤ میں سینکڑوں لوگوں نے اس پر اصرار کیا۔",کہاں مخالف مظاہرین چینی جھنڈوں کے ساتھ ایک Carrefour کی دکان میں داخل ہونے سے روک دیا گیا تھا؟,کنمنگ
2008_Summer_Olympics_torch_relay,"چین: چین میں ، مشعل کا سب سے پہلے پولیٹ بیورو اسٹینڈنگ کمیٹی کے ممبر زو یونگ کانگ اور اسٹیٹ کونسلر لیو یانڈونگ نے خیرمقدم کیا تھا۔ اس کے بعد اسے سی پی سی کے سیکرٹری جنرل ہو جنٹاؤ کو منتقل کیا گیا تھا۔ 1 مئی سے فرانسیسی ہائپر مارٹ کیریفور کا بائیکاٹ کرنے کا مطالبہ 12 اپریل سے ہفتے کے آخر میں چینیوں کے مابین موبائل ٹیکسٹ میسجنگ اور آن لائن چیٹ رومز کے ذریعے پھیلنا شروع ہوا ، جس میں کمپنی کے بڑے حصص یافتگان ، ایل وی ایم ایچ گروپ پر دلا لاما کو فنڈز عطیہ کرنے کا الزام لگایا گیا۔ فرانسیسی عیش و آرام کی اشیاء اور کاسمیٹک مصنوعات کو شامل کرنے کے لئے بائیکاٹ کو بڑھانے کے بھی مطالبات تھے۔ 15 اپریل کو واشنگٹن ٹائمز کے مطابق ، تاہم ، چینی حکومت سنسرشپ کے ذریعے صورتحال کو پرسکون کرنے کی کوشش کر رہی تھی۔ کارفور کے بائیکاٹ سے متعلق مقبول انٹرنیٹ فورم سوہو ڈاٹ کام پر پوسٹ کردہ تمام تبصرے حذف کردیئے گئے ہیں۔ چینی مظاہرین نے کنمنگ ، ہیفی اور ووہان سمیت چین کے بڑے شہروں میں فرانسیسی ملکیت والے خوردہ چین کارفور کے بائیکاٹ کا اہتمام کیا ، فرانسیسی قوم پر علیحدگی پسند سازش اور چینی مخالف نسل پرستی کا الزام لگایا۔ کچھ نے فرانسیسی جھنڈے جلائے ، کچھ نے فرانسیسی جھنڈے میں نازیزم کا سوستیکا شامل کیا ، اور فرانسیسی قونصل خانوں اور سفارت خانے کے سامنے بڑے احتجاج کا مطالبہ کرتے ہوئے مختصر آن لائن پیغامات پھیلائے۔ کارفور بائیکاٹ کو بائیکاٹ مخالف مظاہرین سے ملاقات کی گئی جنہوں نے کنمنگ میں کارفور اسٹورز میں سے ایک میں داخل ہونے پر مظاہرہ کیا ، صرف چینی بائیکاٹروں نے بڑے جھنڈے اور پانی کی بوتلیں چلائیں۔ بی بی سی نے بتایا کہ بیجنگ ، ووہان ، چنگداؤ میں سینکڑوں لوگوں نے اس پر اصرار کیا۔",کس کے بارے میں کہا جاتا ہے کہ اس نے دلائی لاما کو پیسے دیئے ہیں؟,ایل وی ایم ایچ گروپ
2008_Summer_Olympics_torch_relay,"قازقستان: الماتی میں پہلا مشعل بردار ، جہاں 2 اپریل کو اولمپک مشعل پہلی بار پہنچی تھی ، قازقستان کے صدر نور سلطان نزاربیف تھے۔ یہ راستہ میڈیو اسٹیڈیم سے آستانہ اسکوائر تک 20 کلومیٹر کا تھا۔ ایسی اطلاعات تھیں کہ اویغور کارکنوں کو گرفتار کیا گیا تھا اور کچھ کو چین واپس بھیج دیا گیا تھا۔",نورسلطان نزاربیف کون ہے؟,قازقستان کے صدر
2008_Summer_Olympics_torch_relay,"لندن اور پیرس میں مشعل پر حملوں کو چینی حکومت نے قابل نفرت قرار دیا ، ان کی مذمت کرتے ہوئے ان کو جان بوجھ کر رکاوٹیں قرار دیا۔ جنہوں نے اولمپک روح یا برطانیہ اور فرانس کے قوانین پر کوئی غور نہیں کیا اور جنہوں نے اولمپک روح کو داغدار کیا ، اور عہد کیا کہ وہ ریلے کے ساتھ جاری رکھیں گے اور احتجاج کو اولمپک روح میں رکاوٹ نہیں بننے دیں گے۔ بیرون ملک مقیم چینی اور بیرون ملک مقیم چینی شہریوں کے بڑے پیمانے پر احتجاجی مظاہرے ریلے کے بعد کے حصوں میں عام ہوگئے۔ سان فرانسسکو میں ، حامیوں کی تعداد مظاہرین کی تعداد سے بہت زیادہ تھی ، اور آسٹریلیا ، جاپان ، جنوبی کوریا میں ، مقابلہ مظاہرین نے مظاہرین کو مغلوب کردیا۔ مظاہرین اور حامیوں کے مابین دو جھڑپیں رپورٹ کی گئیں۔ لاطینی امریکہ ، افریقہ اور مغربی ایشیاء ریلے کی ٹانگوں میں کوئی بڑا احتجاج نظر نہیں آیا۔",جاپان میں مظاہرین کو کس نے دبایا؟,مقابلہ مظاہرین
2008_Summer_Olympics_torch_relay,"فرانس: پیرس میں 7 اپریل کو منعقدہ مشعل ریلے کا مرحلہ ایفل ٹاور کی پہلی سطح پر شروع ہوا اور اسٹیڈ شارلیٹی میں ختم ہوا۔ اس ریلے کو ابتدائی طور پر 28 کلومیٹر کا احاطہ کرنا تھا ، لیکن تبت کے حامی اور انسانی حقوق کے کارکنوں کے وسیع پیمانے پر احتجاج کے بعد چینی عہدیداروں کے مطالبے پر اسے مختصر کردیا گیا ، جنہوں نے بار بار جلوس میں خلل ڈالنے ، رکاوٹ ڈالنے یا روکنے کی کوشش کی۔ چینی حکام کی درخواست پر ٹاؤن ہال میں ایک طے شدہ تقریب منسوخ کردی گئی ، اور چینی حکام کی درخواست پر ، مشعل نے کھلاڑیوں کے ذریعہ لے جانے کے بجائے بس کے ذریعہ ریلے کو ختم کردیا۔ پیرس سٹی کے عہدیداروں نے امن احتجاج کے ساتھ اولمپک شعلہ کا استقبال کرنے کے منصوبوں کا اعلان کیا تھا۔ شہر کی حکومت نے تمام انسانیت اور انسانی حقوق کی اقدار کو فروغ دینے کی کوشش میں سٹی ہال میں ایک بینر منسلک کیا جس میں لکھا گیا تھا کہ پیرس پوری دنیا میں انسانی حقوق کا دفاع کرتا ہے۔ رپورٹرز ود آؤٹ بارڈرز کے ممبران بڑی تعداد میں احتجاج کرنے کے لئے نکلے۔ ایک اندازے کے مطابق 3000 فرانسیسی پولیس نے اولمپک مشعل ریلے کی حفاظت کی جب یہ ایفل ٹاور سے روانہ ہوا اور احتجاج کے خطرے کے درمیان پیرس کو پار کیا۔ وسیع پیمانے پر تبت کے حامی احتجاج ، بشمول ایک سے زیادہ مظاہرین کی طرف سے پانی یا آگ بجھانے والے آلات سے شعلہ بجھانے کی کوشش ، نے ریلے حکام کو پانچ بار (پیرس میں پولیس حکام کے مطابق) شعلہ بجھانے اور چینی عہدیداروں کے مطالبے پر ایک بس پر مشعل لوڈ کرنے پر مجبور کیا۔ یہ بعد میں چینی وزارت خارجہ کی طرف سے انکار کیا گیا تھا، فرانسیسی ٹیلی ویژن نیٹ ورک فرانس 2 کی طرف سے نشر کردہ ویڈیو فوٹیج کے باوجود جس میں چینی شعلہ حاضرین کو مشعل کو بجھاتے ہوئے دکھایا گیا تھا۔ بیک اپ شعلے ہر وقت مشعل کو دوبارہ روشن کرنے کے لئے ریلے کے ساتھ ہیں۔ فرانسیسی جوڈوکا اور مشعل بردار ڈیوڈ ڈوئلیٹ نے چینی شعلہ حاضرین پر اپنی ناراضگی کا اظہار کیا جنہوں نے مشعل کو بجھایا جو وہ ٹیڈی رینر کے حوالے کرنے جا رہا تھا۔ میں سمجھتا ہوں کہ وہ ہر چیز سے ڈرتے ہیں ، لیکن یہ صرف پریشان کن ہے۔ انہوں نے اس حقیقت کے باوجود شعلہ بجھایا کہ کوئی خطرہ نہیں تھا ، اور وہ اسے دیکھ سکتے تھے اور وہ اسے جانتے تھے۔ مجھے نہیں معلوم کہ انہوں نے ایسا کیوں کیا۔",پیرس میں مشعل کی منتقلی کب ہوئی؟,7 اپریل
2008_Summer_Olympics_torch_relay,"قازقستان: الماتی میں پہلا مشعل بردار ، جہاں 2 اپریل کو اولمپک مشعل پہلی بار پہنچی تھی ، قازقستان کے صدر نور سلطان نزاربیف تھے۔ یہ راستہ میڈیو اسٹیڈیم سے آستانہ اسکوائر تک 20 کلومیٹر کا تھا۔ ایسی اطلاعات تھیں کہ یوگور کارکنوں کو گرفتار کیا گیا تھا اور کچھ کو چین واپس بھیج دیا گیا تھا۔",کون سے کارکنوں کو گرفتار کیا گیا ہے؟,یوگور
2008_Summer_Olympics_torch_relay,"ترکی: استنبول میں مشعل ریلے کا مرحلہ ، جو 3 اپریل کو منعقد ہوا ، سلطان احمد اسکوائر سے شروع ہوا اور تکسم اسکوائر میں ختم ہوا۔ ترکی میں رہنے والے ایغوروں نے سنکیانگ میں رہنے والے اپنے ہم وطنوں کے ساتھ چینی سلوک پر احتجاج کیا۔ ریلے کو روکنے کی کوشش کرنے والے کئی مظاہرین کو فوری طور پر پولیس نے گرفتار کردیا۔",مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,گرفتار
2008_Summer_Olympics_torch_relay,ترکی: استنبول میں 3 اپریل کو منعقدہ مشعل ریلے کا مرحلہ سلطان احمد اسکوائر سے شروع ہوا اور تکسم اسکوائر میں ختم ہوا۔ ترکی میں رہنے والے ایغوروں نے سنکیانگ میں رہنے والے اپنے ہم وطنوں کے ساتھ چینی سلوک پر احتجاج کیا۔ ریلے کو روکنے کی کوشش کرنے والے کئی مظاہرین کو پولیس نے فوری طور پر گرفتار کرلیا۔,ٹارچ استنبول میں کب تھا؟,3 اپریل
2008_Summer_Olympics_torch_relay,"روس: 5 اپریل کو اولمپک مشعل سینٹ پیٹرزبرگ ، روس پہنچی۔ شہر میں مشعل ریلے روٹ کی لمبائی 20 کلومیٹر تھی ، جس کا آغاز وکٹوری اسکوائر سے ہوا اور پلاس اسکوائر پر ختم ہوا۔ مخلوط مارشل آرٹس کا آئکن اور سابق پرائیڈ ہیوی ویٹ چیمپئن فیڈور ایملیانینکو مشعل برداروں میں سے ایک تھا۔ اس سے اسے اولمپک شعلہ اٹھانے والا پہلا فعال ایم ایم اے فائٹر ہونے کا اعزاز حاصل ہے۔",روس میں ریلے کے لئے آخری مقام کیا تھا؟,پلاس اسکوائر
2008_Summer_Olympics_torch_relay,"روس: 5 اپریل کو اولمپک مشعل سینٹ پیٹرزبرگ ، روس پہنچی۔ شہر میں مشعل ریلے روٹ کی لمبائی 20 کلومیٹر تھی ، جس کا آغاز وکٹوری اسکوائر سے ہوا اور محل اسکوائر میں ختم ہوا۔ مخلوط مارشل آرٹس کا آئکن اور سابق پرائیڈ ہیوی ویٹ چیمپئن فیڈور ایملیانینکو مشعل برداروں میں سے ایک تھا۔ اس سے اسے اولمپک شعلہ اٹھانے والا پہلا فعال ایم ایم اے فائٹر ہونے کا اعزاز حاصل ہے۔",ایم ایم اے فائٹر کا نام کیا ہے جس نے روس میں مشعل اٹھائی؟,فیڈور ایملیانینکو
