query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
کس نے کہا کہ مشعل ریلے ختم کیا جائے؟,آئی او سی ممبران,0.3855740427970886,0.650693953037262,0.0,0.0,0.0,0.3578740358352661,0.46174418926239014,0.0,0.0,0.0
اولمپک شعلہ کس تاریخ کو روشن کیا گیا تھا؟,24 مارچ ، 2008,0.489571213722229,0.6935248374938965,0.0,0.0,0.0,0.6978565454483032,0.8011531829833984,0.0,0.0,0.0
مشعل کے لیے کس ایندھن کا استعمال کیا جاتا ہے؟,پروپین,0.6417907476425171,0.9319767951965332,0.0,0.0,0.0,0.7114466428756714,0.6960800886154175,0.0,0.0,0.0
دنیا کے کن تین علاقوں میں احتجاجی مظاہروں کی تعداد کم بتائی گئی؟,لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,0.2782295346260071,0.27077531814575195,0.0,0.0,0.0,0.24019762873649597,0.249955952167511,0.0,0.0,0.0
ٹارچ کو تائیوان سے کتنے کلومیٹر دور جانا تھا؟,24,0.5621155500411987,0.6559867262840271,0.0,0.0,0.0,0.11230070888996124,0.2440355271100998,0.0,0.0,0.0
کیا ہوا کی رفتار مشعل شعلہ اب بھی میل فی گھنٹہ میں روشن رہے گا؟,37,0.505823016166687,0.8230111598968506,0.0,0.0,0.0,0.8100408911705017,0.7270627021789551,0.0,0.0,0.0
ہوائی جہاز کو کس رنگ سے پینٹ کیا گیا تھا؟,سرخ اور پیلے,0.5824911594390869,0.7594192028045654,0.0,0.0,0.0,0.36500996351242065,0.7554460763931274,0.0,0.0,0.0
بین الاقوامی اولمپک کمیٹی کا صدر کون ہے؟,جیک روگ,0.652107834815979,0.8431242108345032,0.0,0.0,0.0,0.6206527352333069,0.8834958076477051,0.0,0.0,0.0
ٹارچ ریلے کے لئے پیرس کا روٹ کہاں سے شروع ہوا؟,ایفل ٹاور,0.7239091396331787,0.6088341474533081,0.0,0.0,0.0,0.622694730758667,0.22936424612998962,0.0,0.0,0.0
مشعل روٹ چھ کیا احاطہ کرتا ہے؟,براعظموں,0.7240850925445557,0.5083854794502258,0.0,0.0,0.0,0.7137401103973389,0.4414643943309784,0.0,0.0,0.0
اس عورت کا نام کیا ہے جس نے نئی کھیلوں کے لئے مشعل روشن کی؟,ماریا نفپلیٹو,0.38283079862594604,0.6378880739212036,0.0,0.0,0.0,0.4562682509422302,0.44587454199790955,0.0,0.0,0.0
کون سی حکومت مشعل کے راستے کی وضاحت کرنے کے لئے استعمال ہونے والی زبان پر متفق نہیں تھی؟,تائیوان,0.45018625259399414,0.6253496408462524,0.0,0.0,0.0,0.2497119903564453,0.7499659061431885,0.0,0.0,0.0
کہاں مخالف مظاہرین چینی جھنڈوں کے ساتھ ایک Carrefour کی دکان میں داخل ہونے سے روک دیا گیا تھا؟,کنمنگ,0.4926337003707886,0.6578758955001831,0.0,0.0,0.0,0.597043514251709,0.8555585145950317,0.0,0.0,0.0
کس کے بارے میں کہا جاتا ہے کہ اس نے دلائی لاما کو پیسے دیئے ہیں؟,ایل وی ایم ایچ گروپ,0.41151535511016846,0.4061571955680847,0.0,0.0,0.0,0.1492573618888855,0.5314344167709351,0.0,0.0,0.0
نورسلطان نزاربیف کون ہے؟,قازقستان کے صدر,0.5248306393623352,0.4377901554107666,0.0,0.0,0.0,0.5248306393623352,0.4377901554107666,0.0,0.0,0.0
جاپان میں مظاہرین کو کس نے دبایا؟,مقابلہ مظاہرین,0.7301281690597534,0.7955485582351685,0.0,0.0,0.0,0.6186351776123047,0.5027042031288147,0.0,0.0,0.0
پیرس میں مشعل کی منتقلی کب ہوئی؟,7 اپریل,0.35069262981414795,0.7155749797821045,0.0,0.0,0.0,0.030562380328774452,0.388313353061676,0.0,0.0,0.0
کون سے کارکنوں کو گرفتار کیا گیا ہے؟,یوگور,0.1943817436695099,0.4633644223213196,0.0,0.0,0.0,0.3477303087711334,0.6736627817153931,0.0,0.0,0.0
مظاہرین کے ساتھ کیا ہوا جنہوں نے مشعل لے جانے میں مداخلت کرنے کی کوشش کی؟,گرفتار,0.7288566827774048,0.664472758769989,0.0,0.0,0.0,0.5629590749740601,0.4305747151374817,0.0,0.0,0.0
ٹارچ استنبول میں کب تھا؟,3 اپریل,0.553917407989502,0.7247118949890137,0.0,0.0,0.0,0.4172990918159485,0.7286852598190308,0.0,0.0,0.0
روس میں ریلے کے لئے آخری مقام کیا تھا؟,پلاس اسکوائر,0.6944599151611328,0.820968508720398,0.0,0.0,0.0,0.7247395515441895,0.26854607462882996,0.0,0.0,0.0
ایم ایم اے فائٹر کا نام کیا ہے جس نے روس میں مشعل اٹھائی؟,فیڈور ایملیانینکو,0.2675696313381195,0.8631988763809204,0.0,0.0,0.0,0.08836202323436737,0.21891465783119202,0.0,0.0,0.0
لندن کے عہدیداروں نے چینی سیکیورٹی گارڈز کو مظاہرین کے ساتھ ان کے سلوک کے لئے کس لفظ کا استعمال کیا تھا؟,غنڈے,0.5979728102684021,0.8663030862808228,0.0,0.0,0.0,0.6611261963844299,0.7860885858535767,0.0,0.0,0.0
مشعل پہلی بار کس ملک میں پہنچی؟,کازاخستان,0.4263051152229309,0.6849290132522583,0.0,0.0,0.0,0.7252767086029053,0.6849290132522583,1.0,0.5,0.0
2008 کے اولمپکس کے لیے انگلینڈ میں کتنے لوگوں نے مشعل اٹھائی تھی؟,80,0.40907713770866394,0.5633851289749146,0.0,0.0,0.0,0.5944154262542725,0.3595121502876282,0.0,0.0,0.0
انگلینڈ میں کون سے دو لوگوں نے مشعل اٹھانے سے انکار کر دیا؟,فرانسیسکا مارٹینز اور رچرڈ ووگن,0.3629646301269531,0.3728828430175781,0.0,0.0,0.0,0.25799795985221863,0.3422797918319702,0.0,0.0,1.0
فرانس میں سیکیورٹی خدشات کی وجہ سے کتنی بار مشعل بجھائی گئی تھی؟,پانچ,0.6391764879226685,0.9071295261383057,0.0,0.0,0.0,0.43358129262924194,0.46526944637298584,0.0,0.0,0.0
فرانسسکا مارٹینز کے ساتھ مل کر، جس نے مشعل نہ اٹھانے کا فیصلہ کیا؟,ریچرڈ ووگن,0.32273152470588684,0.3715702295303345,0.0,0.0,0.0,0.39725667238235474,0.35160067677497864,0.0,0.0,0.0
کس نے سٹی ہال کی کھڑکی سے تبت کا جھنڈا نکالا؟,گرین پارٹی کے عہدیداروں,0.6406993865966797,0.711505651473999,0.0,0.0,0.0,0.636705219745636,0.6682142019271851,0.0,0.0,0.0
نسلی چینیوں نے جِن جِنگ کو کیا کہا تھا؟,ویل چیئر میں فرشتہ,0.6410179138183594,0.7896080017089844,0.0,0.0,0.0,0.7767991423606873,0.8387290835380554,0.0,0.0,0.0
مشرق وسطیٰ کا کون سا مقام واحد علاقہ تھا جس کا مشعل نے دورہ کیا تھا؟,مسقط,0.48876476287841797,0.7968862056732178,0.0,0.0,0.0,0.2468285709619522,0.32660040259361267,0.0,0.0,1.0
ایفل ٹاور سے کیا لٹکا ہوا تھا؟,بینر,0.6745896339416504,0.6275457739830017,0.0,0.0,0.0,0.17532071471214294,0.44858255982398987,0.0,0.0,0.0
احتجاج کو مجموعی طور پر کس نوعیت کا سمجھا جاتا تھا؟,پرامن,0.6420732140541077,0.824486494064331,0.0,0.0,0.0,0.592058539390564,0.8288179636001587,0.0,0.0,0.0
افریقہ میں یہ مشعل کون ہے؟,وائس صدر علی محمد شین,0.5864959955215454,0.6073323488235474,0.0,0.0,0.0,0.2927468717098236,0.7232111692428589,0.0,0.0,0.0
مشعل کے لئے واحد افریقی منزل کہاں تھی؟,دار السلام,0.3768572211265564,0.7632313370704651,0.0,0.0,0.0,0.36031079292297363,0.6495898962020874,0.0,0.0,0.0
اس شامی اداکارہ کا نام کیا ہے جو مشعل اٹھانے والی تھی؟,سلف فوخرجی,0.4846014380455017,0.7163711786270142,0.0,0.0,0.0,0.3854770064353943,0.753082275390625,1.0,0.5,0.0
پہلا راستہ کیوں نہیں لیا گیا؟,سیکورٹی خدشات,0.5109637975692749,0.6057109832763672,0.0,0.0,0.0,0.6583642363548279,0.4397011697292328,0.0,0.0,0.0
کتنے حاملین نے حصہ نہ لینے کا فیصلہ کیا؟,پانچ,0.3680943250656128,0.5612950325012207,0.0,0.0,0.0,0.47572237253189087,0.34194639325141907,0.0,0.0,0.0
سوسن پریگر کس کمپنی کی کمیونیکیشن ڈائریکٹر ہیں؟,فالون گونگ کے دوست,0.4244505763053894,0.7270280718803406,0.0,0.0,0.0,0.23555871844291687,0.37239956855773926,0.0,0.0,0.0
کس نے کہا کہ وہ ریلے کی رکاوٹوں کی حمایت نہیں کرتے؟,تبت کی جلاوطنی حکومت,0.2771986424922943,0.6481795907020569,0.0,0.0,0.0,0.0749344676733017,0.4739410877227783,0.0,0.0,0.0
بھارت میں مشعل ریلے کہاں ہوا؟,نئی دہلی,0.5311379432678223,0.6409770250320435,0.0,0.0,0.0,0.4620363712310791,0.7742137908935547,0.0,0.0,0.0
وزیر داخلہ کون تھا؟,میشل الیوٹ ماری,0.3853309154510498,0.7757294774055481,0.0,0.0,0.0,0.44567060470581055,0.6657418012619019,0.0,0.0,0.0
بھارت میں مشعل کے کتنے حاملین استعمال کیے گئے تھے؟,70,0.3664552867412567,0.7933602929115295,0.0,0.0,0.0,0.48613712191581726,0.24762439727783203,0.0,0.0,0.0
شمالی امریکہ کے پہلے مشعل بردار کا نام کیا ہے؟,لن لی,0.3588279187679291,0.4108071029186249,0.0,0.0,0.0,0.2836671471595764,0.3635338842868805,0.0,0.0,0.0
کس نے کہا کہ پولیس نے جھنڈے لینے میں اپنی مرضی سے کام کیا؟,میشل الیوٹ ماری,0.3005424737930298,0.587189257144928,0.0,0.0,0.0,0.5647886395454407,0.2753255069255829,0.0,0.0,0.0
روٹ کے اختتام جسٹن ہرمن پلازہ سے کیا کرنے کے لئے تبدیل کر دیا گیا تھا؟,سان فرانسسکو بین الاقوامی ہوائی اڈے,0.7908791899681091,0.6679620742797852,0.0,0.0,0.0,0.634878933429718,0.4547177255153656,0.0,0.0,0.0
مشعل مسقط میں کب پہنچی؟,14 اپریل,0.1740187257528305,0.5828875303268433,0.0,0.0,0.0,0.1813773214817047,0.5215367674827576,1.0,0.3333333333333333,0.0
اس قرارداد کی منظوری کس نے دی؟,سان فرانسسکو بورڈ آف سپروائزرز,0.65964674949646,0.49347251653671265,0.0,0.0,0.0,0.4177922010421753,0.6530299186706543,0.0,0.0,0.0
کس نے کہا کہ سان فرانسسکو ریلے روٹ کو مختصر کیا جائے؟,چین,0.5468332767486572,0.7403798699378967,0.0,0.0,0.0,0.530183732509613,0.8335988521575928,0.0,0.0,0.0
اس کے بجائے مشعل کس قسم کی سہولت پر لے جایا گیا تھا.,اسٹیڈیم,0.2656376361846924,0.6242450475692749,0.0,0.0,0.0,0.3630116879940033,0.5353529453277588,0.0,0.0,0.0
1 اپریل 2008 کو انسانی حقوق سے متعلق قرارداد کو کس نے منظور کیا؟,سان فرانسسکو بورڈ آف سپروائزرز,0.7222973108291626,0.59471595287323,0.0,0.0,0.0,0.44717076420783997,0.5782335996627808,0.0,0.0,0.0
ارجنٹائن میں مشعل کا پہلا حامل کون تھا؟,کارلوس ایسپینولا,0.37480515241622925,0.8190122842788696,0.0,0.0,0.0,0.4589269161224365,0.6299698352813721,0.0,0.0,0.0
بس میں سوار ہونے سے پہلے سان فرانسسکو ٹارچ ریلے کا آخری حصہ کہاں سے کیا گیا تھا؟,مارینا ڈسٹرکٹ,0.5849592685699463,0.6000066995620728,0.0,0.0,0.0,0.4906455874443054,0.48973965644836426,0.0,0.0,0.0
کس جگہ نے ریلے کے لئے افتتاحی شو کا انعقاد کیا؟,لولا مورا ایمفی تھیٹر,0.6142665147781372,0.5757768154144287,0.0,0.0,0.0,0.6658852100372314,0.24774852395057678,0.0,0.0,0.0
چین اور تبت میں کس چیز پر تشویش تھی؟,انسانی حقوق کی خلاف ورزیوں,0.7005873322486877,0.8144824504852295,0.0,0.0,0.0,0.6619149446487427,0.7338252067565918,0.0,0.0,0.0
مشعل دارالسلام میں کب پہنچی؟,13 اپریل,0.5173348784446716,0.454878568649292,0.0,0.0,0.0,0.205009326338768,0.5511841773986816,0.5,1.0,0.0
اس بڑے بینر پر کیا لکھا تھا جو متبادل مارچ کے راستے کے ساتھ تھا؟,آزاد تبت,0.7931591272354126,0.6946911811828613,0.0,0.0,0.0,0.7047617435455322,0.3717613220214844,0.0,0.0,0.0
افریقہ میں ریلے کا اختتام کہاں ہوا؟,بینجمن مکاپا نیشنل اسٹیڈیم,0.40457648038864136,0.6984951496124268,0.0,0.0,0.0,0.5155377984046936,0.7462296485900879,0.0,0.0,0.0
متبادل مارچ پر اٹھائے جانے والے مشعل کو کیا نام دیا گیا تھا؟,انسانی حقوق مشعل,0.6483887434005737,0.8300188183784485,0.0,0.0,0.0,0.361735999584198,0.4144647717475891,0.0,0.0,0.0
تبت کے بارے میں اپنے خدشات کی وجہ سے کتنے مشعل برداروں نے شرکت نہیں کی؟,پانچ,0.19003410637378693,0.2624722123146057,0.0,0.0,0.0,0.6984830498695374,0.7013009786605835,0.0,0.0,0.0
کون سا فٹ بال کپتان تبت کے لئے حمایت ظاہر کرنے کے لئے ریلے میں حصہ نہیں لیا؟,بھاچونگ بھوٹیا,0.5669496059417725,0.334100604057312,0.0,0.0,0.0,0.006513350643217564,0.39167559146881104,0.0,0.0,0.0
تبتی جلاوطنی کی حکومت کہاں ہے؟,ہندوستان,0.496041864156723,0.6979155540466309,0.0,0.0,0.0,0.4916417598724365,0.6200852990150452,0.0,0.0,0.0
غیر منظور شدہ متبادل ریلے کو کیا کہا جاتا تھا؟,ہیومن رائٹس مشعل ریلے,0.18492871522903442,0.9276589751243591,0.0,0.0,0.0,0.41999995708465576,0.511124312877655,0.0,0.0,0.0
ملائیشیا میں آخری مشعل ریلے ایونٹ کس سال ہوا تھا؟,1964,0.7358994483947754,0.8456919193267822,0.0,0.0,0.0,0.5259027481079102,0.8039888143539429,0.0,0.0,0.0
میڈیا کو بتایا گیا کہ چینیوں نے قمیضوں اور نقل و حمل کی فراہمی کی؟,طلباء,0.7513842582702637,0.690152645111084,0.0,0.0,0.0,0.31846779584884644,0.5803917050361633,0.0,0.0,0.0
چینی رضاکاروں نے دو ملائیشین مظاہرین سے کیا لیا؟,پلاکارڈ,0.7314896583557129,0.891497015953064,0.0,0.0,0.0,0.4334484934806824,0.5320703387260437,0.0,0.0,0.0
گرین ورلڈ فاؤنڈیشن کی چیئرپرسن کون ہے جس نے ریلی میں حصہ لینے سے انکار کر دیا؟,ایم آر ناریسا چکربونگسی,0.4203709065914154,0.7696805000305176,0.0,0.0,0.0,0.4210180342197418,0.609561562538147,0.0,0.0,0.0
بیجنگ کے بعد مشعل نے کتنے براعظموں کا دورہ کیا؟,چھ,0.46496424078941345,0.6965467929840088,0.0,0.0,0.0,0.23162810504436493,0.41293442249298096,0.0,0.0,0.0
اولمپک مشعل بیجنگ کب پہنچی؟,31 مارچ,0.493117094039917,0.5070319771766663,0.0,0.0,0.0,0.6501545310020447,0.8331895470619202,0.0,0.0,0.0
جنہوں نے مظاہرین کے خلاف بڑے پیمانے پر جمع کیا؟,مقابلہ مظاہرین,0.8276540040969849,0.625699520111084,0.0,0.0,0.0,0.6661152243614197,0.6155081391334534,0.0,0.0,0.0
کون سا ریٹائرڈ پولیس افسر بھارت میں مشعل لے جانے سے انکار کر دیا؟,کرن بیڈی,0.2777573764324188,0.257026731967926,0.0,0.0,0.0,0.045514822006225586,0.2510213255882263,0.0,0.0,0.0
مشعل کس دھات سے بنائی گئی ہے؟,الومینیم,0.6892520189285278,0.7536447048187256,0.0,0.0,0.0,0.46356311440467834,0.7536447048187256,1.0,1.0,0.0
چینی اولمپک مشعل کا ڈیزائن نام کیا تھا؟,لکی کلاؤڈ,0.7286839485168457,0.9015440940856934,0.0,0.0,0.0,0.25692495703697205,0.41406068205833435,0.0,0.0,0.0
ہو چی منہ سٹی اور ہانگ کانگ کے درمیان کیا اسٹاپ ہونا تھا؟,تائی پے,0.49322274327278137,0.841514527797699,0.0,0.0,0.0,0.4945009648799896,0.7826076149940491,0.0,0.0,0.0
جون 2008 میں کس تقریب کے لئے بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا؟,پیرالمپک کھیلوں,0.47559648752212524,0.5872064232826233,0.0,0.0,0.0,0.5653147101402283,0.6950159072875977,0.0,0.0,0.0
کینبرا میں چینی عہدیداروں سے شعلہ کس نے حاصل کیا؟,اگنس شی,0.6303235292434692,0.8643813133239746,0.0,0.0,0.0,0.5325621962547302,0.8178678750991821,0.0,0.0,0.0
مارک پالمر کی طرف سے فنڈ کیا گیا تھا کہ غیر منافع بخش کیا تھا؟,فالون گونگ کے دوست,0.4971887767314911,0.8112907409667969,0.0,0.0,0.0,0.39142149686813354,0.7455487251281738,0.0,0.0,0.0
رات کے وسط میں کس وقت سفارت کار کو طلب کیا گیا تھا؟,صبح 2 بجے,0.11162082850933075,0.4008326530456543,0.0,0.0,0.0,0.1626347005367279,0.558508038520813,0.0,0.0,0.0
اولمپکس کے کسی بھی مقام پر کس قسم کا جھنڈا پہننے والے کھلاڑیوں کو اولمپکس سے نکالنے کے امکان کا سامنا کرنا پڑا؟,تبتی,0.5915848016738892,0.7424496412277222,0.0,0.0,0.0,0.8183958530426025,0.6486075520515442,0.0,0.0,0.0
استنبول میں مشعل کہاں ختم ہوئی؟,تکسیم اسکوائر,0.7633246779441833,0.8870301246643066,0.0,0.0,0.0,0.46806979179382324,0.8182081580162048,0.0,0.0,0.0
گورڈن براؤن نے مشعل کا خیرمقدم کہاں کیا؟,10 ڈاوننگ اسٹریٹ,0.6238807439804077,0.7180570960044861,0.0,0.0,0.0,0.3252868354320526,0.7180570960044861,0.0,0.0,0.0
کس تنظیم نے کئی مظاہروں کا منصوبہ بنایا؟,ریپورٹرز ود آؤٹ بارڈرز,0.6532478928565979,0.7590904235839844,0.0,0.0,0.0,0.4711834490299225,0.2652164101600647,0.0,0.0,0.0
مختلف فرانسیسی سیاستدانوں نے احتجاج شروع کیا جن میں کس کے ارکان بھی شامل تھے؟,پارلیمنٹ,0.5963712930679321,0.6595003604888916,0.0,0.0,0.0,0.37935900688171387,0.9106428623199463,0.0,0.0,0.0
مشعل نے ملائیشیا کا دورہ کب کیا؟,21 اپریل,0.5730193853378296,0.7141793370246887,0.0,0.0,0.0,0.16275078058242798,0.48976853489875793,0.0,0.0,0.0
ٹارچ سان فرانسسکو میں کس دن پہنچا؟,9 اپریل,0.5501024723052979,0.7843821048736572,0.0,0.0,0.0,0.29073870182037354,0.7596503496170044,0.0,0.0,0.0
اولمپک مشعل لے جانے میں حصہ لینے والا پہلا ایم ایم اے فائٹر کون ہے؟,فیڈور ایملیانینکو,0.3863515853881836,0.6308689713478088,0.0,0.0,0.0,0.4494321942329407,0.8585814833641052,0.0,0.0,0.0
جب ریلے گزر رہا تھا تو پارلیمنٹ کے ارکان نے کیا چیخیں ماریں؟,تبت کے لئے آزادی!,0.4043333828449249,0.8537325859069824,0.0,0.0,0.0,0.2706162631511688,0.6092758178710938,0.0,0.0,0.0
کون سا مشہور پل تھا جس پر مظاہرین نے دو بینر لٹکا رکھے تھے؟,گولڈن گیٹ برج,0.6624537706375122,0.7759575843811035,0.0,0.0,0.0,0.700578510761261,0.7077388763427734,0.0,0.0,0.0
چین اور تبت میں کس چیز پر تشویش تھی؟,انسانی حقوق کی خلاف ورزیوں,0.6627840995788574,0.8234624862670898,0.0,0.0,0.0,0.6619149446487427,0.7338252067565918,0.0,0.0,0.0
لندن میں ریلے کا اختتام کہاں ہوا؟,او 2 ایرینا,0.5065340399742126,0.6758646368980408,0.0,0.0,0.0,0.4505426287651062,0.7332563400268555,0.0,0.0,0.0
وہ احتجاج کس تاریخ کا تھا جس کی قیادت گیر اور ٹٹو نے کی تھی؟,8 اپریل,0.6871488690376282,0.6380006074905396,0.0,0.0,0.0,0.33909299969673157,0.47631192207336426,0.0,0.0,0.0
کس نے سٹی ہال کی کھڑکی سے تبت کا جھنڈا پھینک دیا؟,گرین پارٹی کے عہدیداروں,0.658387303352356,0.6616485714912415,0.0,0.0,0.0,0.3385990858078003,0.557763934135437,0.0,0.0,0.0
مشعل کا شعلہ اس وقت بجھ گیا جب ڈیوڈ ڈوئلیٹ اسے کس کے حوالے کرنے کے لئے تیار تھا؟,ٹیڈی رینر,0.5528623461723328,0.8300018310546875,0.0,0.0,0.0,0.2666570544242859,0.8092362880706787,1.0,1.0,0.0
مشعل کو لے جانے کی کوشش کہاں کی گئی تھی؟,لیڈبروک گروو,0.42170006036758423,0.7047148942947388,0.0,0.0,0.0,0.5846742391586304,0.30061179399490356,1.0,1.0,0.0
لندن کے عہدیداروں نے چینی سیکیورٹی گارڈز کو مظاہرین کے ساتھ ان کے سلوک کے لئے کس لفظ کا استعمال کیا تھا؟,غنڈے,0.5979728102684021,0.8663030862808228,0.0,0.0,0.0,0.6659403443336487,0.7902793288230896,0.0,0.0,0.0
اولمپک مشعل کا کون سا وہیل چیئر پر بیٹھا حامل تبت کا جھنڈا لہرا رہا تھا؟,اینڈریو مائیکل,0.49180692434310913,0.8610905408859253,0.0,0.0,0.0,0.5182071328163147,0.38186436891555786,0.0,0.0,0.0
بس میں سوار ہونے سے پہلے سان فرانسسکو ٹارچ ریلے کا آخری حصہ کہاں سے کیا گیا تھا؟,مارینا ڈسٹرکٹ,0.5788642168045044,0.6084928512573242,0.0,0.0,0.0,0.4906455874443054,0.48973965644836426,0.0,0.0,0.0
سیاسی جماعتوں نے مختصر وقفے کے لئے کیا درخواست کی؟,نیشنل اسمبلی کے اجلاس,0.7835331559181213,0.7311953902244568,0.0,0.0,0.0,0.6675273776054382,0.8236452341079712,0.0,0.0,0.0
پل اسٹنٹ کے لئے کتنے کارکنوں پر جرائم کا الزام عائد کیا جا سکتا ہے؟,تین,0.31831032037734985,0.38869109749794006,0.0,0.0,0.0,0.13849474489688873,0.2955373525619507,0.0,0.0,0.0
ارجنٹائن میں اولمپک مشعل کی ریلے کا آغاز کہاں سے ہوا؟,بیوینس آئرس,0.6320605278015137,0.759658932685852,0.0,0.0,0.0,0.6546415090560913,0.6417673826217651,0.0,0.0,0.0
کس جگہ نے ریلے کے لئے افتتاحی شو کا انعقاد کیا؟,لولا مورا ایمفی تھیٹر,0.6142665147781372,0.5757768154144287,0.0,0.0,0.0,0.6658852100372314,0.24774852395057678,0.0,0.0,0.0
ٹروکیڈرو میں میڈیا سے بات کرنے والے شخص نے کہا کہ چین میں کیا کمی ہے؟,بیان کی آزادی,0.775652289390564,0.5880556106567383,0.0,0.0,0.0,0.6601258516311646,0.5880556106567383,0.0,0.0,0.0
ارجنٹائن میں مشعل کا پہلا حامل کون تھا؟,کارلوس ایسپینولا,0.37480515241622925,0.8190122842788696,0.0,0.0,0.0,0.4589269161224365,0.6299698352813721,0.0,0.0,0.0
مارک پالمر کی طرف سے فنڈ کیا گیا تھا کہ غیر منافع بخش کیا تھا؟,فالون گونگ کے دوست,0.4971887767314911,0.8112907409667969,0.0,0.0,0.0,0.39142149686813354,0.7455487251281738,0.0,0.0,0.0
اسے بجھانے کی کوشش میں مشعل پر کیا پھینک دیا گیا تھا؟,پانی کے گببارے,0.6038749814033508,0.7694953680038452,0.0,0.0,0.0,0.3289980888366699,0.6217547655105591,0.0,0.0,0.0
مشعل اسلام آباد میں کب پہنچی؟,16 اپریل,0.46517428755760193,0.7273803353309631,0.0,0.0,0.0,0.5917869806289673,0.735756516456604,0.0,0.0,0.0
متبادل مارچ پر اٹھائے جانے والے مشعل کو کیا نام دیا گیا تھا؟,انسانی حقوق مشعل,0.6992547512054443,0.8051157593727112,0.0,0.0,0.0,0.361735999584198,0.4144647717475891,0.0,0.0,0.0
اس شامی اداکارہ کا نام کیا ہے جو مشعل اٹھانے والی تھی؟,سلف فوخرجی,0.33359694480895996,0.7366630434989929,0.0,0.0,0.0,0.44263356924057007,0.4283008277416229,1.0,0.5,0.0
اس ریلوے کا نام کیا ہے جہاں افریقہ میں اولمپک مشعل کی ریلے کا آغاز ہوا؟,ٹازارا,0.5109066963195801,0.5470672249794006,0.0,0.0,0.0,0.5371077060699463,0.8208966255187988,0.0,0.0,0.0
سینکڑوں تبت کے حامی مظاہرین کہاں جمع ہوئے؟,ٹروکیڈرو,0.8331996202468872,0.8817898035049438,0.0,0.0,0.0,0.6372315883636475,0.8849918842315674,0.0,0.0,0.0
لورل سدرلن نے اپنے خدشات کے بارے میں کس ٹی وی اسٹیشن سے بات کی؟,KPIX-CBS5,0.36467963457107544,0.7861167192459106,0.0,0.0,0.0,0.31627264618873596,0.636043906211853,0.0,0.0,0.0
نئی دہلی میں کتنے دوڑنے والوں نے مشعل اٹھائی؟,70,0.5124198198318481,0.7583848237991333,0.0,0.0,0.0,0.527524471282959,0.7583848237991333,0.0,0.0,0.0
کون سا فٹ بال کپتان تبت کے لئے حمایت ظاہر کرنے کے لئے ریلے میں حصہ نہیں لیا؟,بھاچونگ بھوٹیا,0.5669496059417725,0.334100604057312,0.0,0.0,0.0,0.006513350643217564,0.39167559146881104,0.0,0.0,0.0
چینیوں نے کمزور ریلے مقامات کی ایک فہرست کس کو پیش کی؟,نیروپاما سین,0.6293027400970459,0.8125482797622681,0.0,0.0,0.0,0.3810221552848816,0.7992503643035889,0.0,0.0,0.0
پاکستان میں اولمپک مشعل کی ریلے کا آغاز کہاں سے ہوا؟,اسلام آباد,0.6181122064590454,0.592655599117279,0.0,0.0,0.0,0.5055097341537476,0.4285787045955658,0.0,0.0,0.0
اولمپک ریلے میں اسی طرح کی حفاظتی تدابیر اختیار کی گئی تھیں جیسے کسی دوسرے خاص دن میں؟,یوم جمہوریہ,0.5839738845825195,0.9321218729019165,0.0,0.0,0.0,0.42497116327285767,0.9321218729019165,0.0,0.0,0.0
تبت میں چینی جبر کے خلاف احتجاج کے لئے دہلی میں احتجاج کب ہوا؟,16 اپریل,0.6522778868675232,0.6851404905319214,0.0,0.0,0.0,0.358824759721756,0.8092693090438843,0.0,0.0,0.0
کون سی اداکارہ نے 15 اپریل کو شرکت نہ کرنے کا فیصلہ کیا؟,سوہا علی خان,0.598723292350769,0.6415706872940063,0.0,0.0,0.0,0.2899026870727539,0.4919675588607788,0.0,0.0,0.0
کون سا ریٹائرڈ پولیس افسر بھارت میں مشعل لے جانے سے انکار کر دیا؟,کرن بیڈی,0.24558377265930176,0.5726862549781799,0.0,0.0,0.0,0.045514822006225586,0.2510213255882263,0.0,0.0,0.0
امریکہ کی کون سی اداکارہ کو ابتدائی طور پر منعقد کیا گیا تھا اور پھر چین اور سوڈان کے بارے میں تقریر کی تھی؟,میا فارو,0.821677565574646,0.6465577483177185,0.0,0.0,0.0,0.026984184980392456,0.3232685327529907,0.0,0.0,0.0
کون 'قفس میں بند عورت' کے طور پر ریلے میں حصہ نہیں لینا چاہتا تھا؟,کرن بیڈی,0.5328317880630493,0.7738487720489502,0.0,0.0,0.0,0.27433282136917114,0.795515775680542,0.0,0.0,0.0
میڈیا کو بتایا گیا کہ چینیوں نے قمیضوں اور نقل و حمل کی فراہمی کی؟,طلباء,0.7615572214126587,0.6855588555335999,0.0,0.0,0.0,0.31846779584884644,0.5803917050361633,0.0,0.0,0.0
بیڈی کہاں سے ریٹائر ہوئے تھے؟,انڈین پولیس سروس,0.05311977118253708,0.5151354074478149,0.0,0.0,0.0,0.09229181706905365,0.5741453766822815,0.0,0.0,0.0
